"","virus","Pathogen","A","C","D","E","F","G","H","I","K","L","M","N","P","Q","R","S","T","V","W","Y","X","U"
"36","UP000008167","Human adenovirus C serotype 2",8.59872611464968,1.87199005748019,4.84697840608979,5.9344415100202,3.40220599658226,6.4859406555849,2.33804567345036,3.71290974056237,3.53425508777381,9.00264098182383,2.47786235824142,3.99254311014448,7.48019263632127,4.10905701413702,8.45114183625913,7.41805188752524,6.03542022681373,6.14416653720677,1.30495572471648,2.85847444461706,NA,NA
"37","UP000001650","Human astrovirus-1",7.15869496357301,1.23535001583782,5.54323725055432,5.95502058916693,4.27621159328476,6.43015521064302,1.99556541019956,5.28983211910041,6.3351282863478,8.48907190370605,2.50237567310738,4.24453595185302,5.44821032625911,3.92777953753564,5.13145391194172,5.51156160912258,8.07728856509344,7.22204624643649,1.48875514729173,3.7377256889452,NA,NA
"38","UP000006716","Human coronavirus 229E (HCoV-229E)",6.79919554455445,3.34931930693069,5.39913366336634,4.22339108910891,5.83230198019802,6.44337871287129,1.75587871287129,5.26763613861386,6.00247524752475,8.6092202970297,2.13490099009901,5.71627475247525,3.23329207920792,2.92388613861386,3.31064356435644,7.00804455445545,6.02568069306931,10.1639851485149,1.39232673267327,4.40903465346535,NA,NA
"39","UP000000938","Human cytomegalovirus (Merlin)",7.87109990545225,2.52127324298771,4.98739363378506,5.38922155688623,3.80397100535771,6.04317680428616,3.14213677907343,3.52505515285219,2.89000945477466,10.4884966908289,2.08005042546486,3.26662464544595,5.86353608572329,3.6211786952411,7.7292782855342,7.58745666561614,6.84998424204223,7.59375984872361,1.4513079104948,3.29498896942956,NA,NA
"40","UP000143570","Human enterovirus D68",7.17550274223035,1.96526508226691,5.43875685557587,4.75319926873857,4.38756855575868,6.76416819012797,2.55941499085923,6.80987202925046,5.48446069469835,7.9981718464351,2.46800731261426,4.98171846435101,5.53016453382084,3.70201096892139,4.15904936014625,6.62705667276051,7.22120658135283,6.71846435100549,1.27970749542962,3.97623400365631,NA,NA
"41","UP000008683","Human enterovirus 70",7.33819507748405,2.00546946216955,4.83135824977211,5.33272561531449,4.19325432999088,6.51777575205105,2.00546946216955,6.60893345487694,5.97082953509572,8.06745670009116,2.8714676390155,5.15041020966272,5.37830446672744,3.78304466727438,3.96536007292616,6.60893345487694,7.15587967183227,6.60893345487694,1.27620783956244,4.23883318140383,0.0911577028258888,NA
"42","UP000009294","Human herpesvirus 1 (strain 17)",12.5869027470381,1.80705637286812,5.33524280692618,4.83270407499024,3.43965629475329,7.87137091524541,2.51008983205312,2.86160656164562,1.77320661372217,9.79039187605781,1.71592240593673,2.30178362192423,8.79052206743914,3.07251659940112,8.42859002734019,6.17627913032157,5.96276526493946,7.06678817862258,1.14047650045567,2.53612810831923,NA,NA
"43","UP000001874","Human herpesvirus 2 (strain HG52)",13.7206833805095,1.78679741205014,5.27446421350586,4.8625151637687,3.35624747270522,7.85988677719369,2.55004043671654,2.72189648200566,1.60988677719369,9.58097452486858,1.62757784067934,2.0673271330368,8.98958754549131,2.85837040032349,8.73685806712495,6.20956328346138,5.60553983016579,6.9576425394258,1.17266477961989,2.45147594015366,NA,NA
"44","UP000009295","Human herpesvirus 6A",5.12814905528342,2.88007347795661,5.01443317004899,5.59613365990203,5.26154653603919,4.29933519944017,2.49956263121064,6.53210286913926,6.04662351294612,9.97419524142757,2.54329951014696,5.43430720783765,4.42617214835549,3.5361266620014,5.42993351994402,8.23128061581525,6.28717634709587,6.46431070678796,0.933782365290413,3.481455563331,NA,NA
"45","UP000009246","Human herpesvirus 7",4.28639961621492,2.48260973854641,4.68217798033101,5.80474934036939,6.25089949628208,3.51403214200048,2.54977212760854,7.57495802350684,7.22235548093068,10.74598224994,2.18997361477573,6.46437994722955,3.94339170064764,3.82825617654114,4.06572319501079,8.0307028064284,6.33485248260974,5.4089709762533,0.803550011993284,3.81626289278004,NA,NA
"46","UP000000942","Human herpesvirus 8 type P",7.57008373641234,2.55630103500286,4.69652051802153,5.57029177718833,4.1738180683414,6.15540645966609,2.73053518489624,4.54048993602746,3.7473344775576,10.4150413481042,2.03879960472253,3.22203151817756,6.92255682113694,4.44687158683102,5.87455141207677,7.57008373641234,6.59229208924949,6.98756956363447,1.22744057835336,2.96198054818744,NA,NA
"47","UP000006930","Human herpesvirus 6B (strain Z29)",5.16570539229149,2.51304586652019,4.97573926576948,5.80655497573927,5.34193902773963,4.25707223290305,2.53364460313101,6.59159571546278,6.25514968415271,10.0933809393024,2.46040465073698,5.45179895633068,4.300558454637,3.59104641581983,5.18630412890232,8.35393206994415,6.40391833745308,6.25514968415271,0.90405566236382,3.54984894259819,0.00915499404925387,NA
"48","UP000002241","Human immunodeficiency virus type 1 group M subtype B",6.30605381165919,1.90582959641256,3.81165919282511,7.11883408071749,2.41031390134529,7.23094170403587,2.43834080717489,6.69843049327354,6.75448430493274,8.18385650224215,2.13004484304933,4.54035874439462,5.32511210762332,5.85762331838565,6.2780269058296,5.40919282511211,6.08183856502242,6.19394618834081,2.77466367713004,2.55044843049327,NA,NA
"49","UP000002242","Human immunodeficiency virus type 2 subtype A",6.56934306569343,2.26798748696559,4.04066736183525,7.35140771637122,2.5808133472367,7.32533889468196,2.24191866527633,5.42231491136601,6.54327424400417,8.44629822732012,2.11157455683003,4.3274244004171,6.17831074035454,5.9436913451512,6.98644421272158,4.61418143899896,5.8133472367049,5.57872784150156,2.55474452554745,3.1021897810219,NA,NA
"50","UP000006372","Human papillomavirus 1",5.73327793934358,1.99418363107603,5.81636892397175,6.81346073950976,4.15454923140839,5.40091400083091,1.62027420024927,5.06855006231824,4.36227669297881,9.84628167843789,1.74491067719152,4.23764021603656,5.56709597008725,5.11009555463232,6.56418778562526,8.43373493975904,6.60573327793934,6.27336933942667,1.2879102617366,3.3651848774408,NA,NA
"51","UP000007710","Human papillomavirus 2a",6.54008438818565,2.44725738396625,5.86497890295359,5.69620253164557,3.50210970464135,6.9620253164557,2.32067510548523,3.71308016877637,4.30379746835443,8.35443037974684,2.0253164556962,3.16455696202532,7.17299578059072,4.26160337552743,5.69620253164557,8.0168776371308,7.63713080168776,7.13080168776371,1.64556962025316,3.54430379746835,NA,NA
"52","UP000009251","Human papillomavirus type 16",5.73076923076923,3.15384615384615,5.53846153846154,4.42307692307692,3.5,5.38461538461539,2.92307692307692,5.73076923076923,5.65384615384615,8.76923076923077,1.76923076923077,4.53846153846154,6.03846153846154,4.07692307692308,4.38461538461539,7.73076923076923,9.38461538461539,5.73076923076923,1.38461538461538,4.15384615384615,NA,NA
"53","UP000009109","Human papillomavirus type 18",5.89346429920665,2.98451076690593,5.81790706460144,4.19342652058935,4.11786928598413,6.08235738571968,3.06006800151114,4.94899886664148,4.64676992822063,8.46241027578391,1.77559501322252,4.08009066868153,6.23347185493011,4.23120513789195,5.13789195315451,7.66905931242917,8.68908197959955,6.61125802795618,1.51114469210427,3.85341896486589,NA,NA
"54","UP000109776","Human parainfluenza type 1 strain Washington/1964",4.98923187365398,1.56137832017229,5.2943287867911,6.69418521177315,2.63819095477387,5.2045944005743,2.09978463747308,8.34529791816224,6.78391959798995,10.0502512562814,2.56640344580043,5.2943287867911,4.03804737975592,3.57142857142857,5.61737257717157,8.43503230437904,6.94544149318019,5.31227566403446,1.18449389806174,3.37401292175162,NA,NA
"55","UP000006624","Human parvovirus B19",5.99647266313933,1.88124632569077,4.23280423280423,4.76190476190476,3.88007054673721,7.58377425044092,2.99823633156966,3.76249265138154,5.76131687242798,8.87713109935332,2.17519106407995,5.23221634332745,7.11346266901822,4.58553791887125,2.64550264550265,8.17166372721928,7.05467372134039,7.28982951205173,1.94003527336861,4.05643738977072,NA,NA
"56","UP000002472","Human respiratory syncytial virus B",4.16299559471366,1.74008810572687,4.77973568281938,5.15418502202643,3.54625550660793,3.81057268722467,2.44493392070485,9.16299559471366,7.90748898678414,10.9251101321586,2.40088105726872,7.88546255506608,3.59030837004405,3.01762114537445,3.41409691629956,8.50220264317181,7.73127753303965,4.97797356828194,0.814977973568282,4.03083700440529,NA,NA
"57","UP000007070","Human rhinovirus A serotype 89",5.63770794824399,2.12569316081331,5.82255083179298,4.52865064695009,4.20517560073937,6.37707948243993,2.68022181146026,7.02402957486137,5.91497227356747,8.22550831792976,2.12569316081331,4.4362292051756,5.68391866913124,3.74306839186691,3.74306839186691,8.78003696857671,6.56192236598891,7.02402957486137,1.29390018484288,4.06654343807763,NA,NA
"58","UP000000354","Severe acute respiratory syndrome coronavirus (SARS-CoV)",7.21986506225221,3.17868818251374,5.22362106141754,4.82019892884468,4.75064338874591,5.96786534047437,2.07971064895319,5.08450998122,5.70355428809905,9.80733115392641,2.44835501147666,5.11233219725951,4.02031021770884,3.64471030117549,3.66557696320512,6.67037629547193,7.27550949433122,7.92237601724977,1.09202197955067,4.31244348612367,NA,NA
"59","UP000138352","Human spumaretrovirus",5.26598602901666,1.6120365394949,4.37936593229447,6.1794734013971,2.55239118753358,5.99140247178936,2.49865663621709,6.28694250403009,5.85706609349812,9.2960773777539,2.09564750134336,4.72864051585169,7.33476625470177,5.72272971520688,5.37345513164965,7.01235894680279,6.01826974744761,5.93766792047286,1.93444384739387,3.92262224610425,NA,NA
"60","UP000001061","Human T-cell leukemia virus 1",6.77020140742538,2.30526571220578,3.61562727493327,3.71269109439456,3.37296772628003,5.09585052171803,3.39723368114535,4.41640378548896,4.02814850764378,12.9822858529483,1.14049987867023,3.17884008735744,11.6961902450861,6.26061635525358,5.60543557388983,8.54161611259403,5.84809512254307,3.73695704925989,1.86847852462994,2.4265954865324,NA,NA
"61","UP000243571","Human torovirus",2.8391167192429,4.41640378548896,3.47003154574132,2.52365930599369,7.57097791798107,7.25552050473186,2.52365930599369,5.36277602523659,4.73186119873817,5.6782334384858,3.15457413249211,6.30914826498423,7.25552050473186,3.47003154574132,1.89274447949527,9.77917981072555,8.2018927444795,5.36277602523659,0.946372239747634,7.25552050473186,NA,NA
"62","UP000009255","Influenza A virus",5.70026425066063,1.75537938844847,4.36013590033975,7.51226878067195,3.77500943752359,6.47414118535296,1.81200453001133,6.64401661004153,6.11551528878822,8.09739524348811,4.0958852397131,5.24726311815779,3.92600981502454,3.94488486221216,6.85164212910532,7.4556436391091,6.22876557191393,5.68138920347301,1.60437901094753,2.71800679501699,NA,NA
"63","UP000008158","Influenza B virus",6.10428147520136,2.05595591352268,5.00211954217889,6.97329376854599,3.60322170411191,7.2700296735905,1.69563374311149,6.78253497244595,7.69393810936838,8.9232725731242,3.85756676557863,5.34124629080119,4.13310724883425,3.24289953370072,5.12929207291225,6.50699448919034,6.23145400593472,5.38363713437897,1.16574819838915,2.90377278507842,NA,NA
"64","UP000008286","Influenza C virus",6.73867104954215,2.18361117633247,4.81333646395868,7.9126555529467,4.32026297252876,6.01080065743132,1.3148626438131,7.04390702042733,8.40572904437661,8.73444470532989,3.80370979103076,5.0011739845034,3.92110824137121,3.05235970885184,5.58816623620568,6.97346795022306,5.51772716600141,4.95421460436722,1.19746419347265,2.51232683728575,NA,NA
"65","UP000204017","Isfahan virus",4.95216657287563,1.71637591446258,5.93697242543613,5.31795160382667,3.99549803038829,5.99324704558244,2.27912211592572,6.4153066966798,6.52785593697242,10.2701181767023,2.92628024760833,4.02363534046145,4.53010692177828,3.62971299943725,5.12099043331458,9.56668542487338,5.65559932470456,5.71187394485087,1.96961170512099,3.46088913899831,NA,NA
"66","UP000007214","Japanese encephalitis virus",8.16414686825054,1.87904967602592,4.75161987041037,5.91792656587473,3.30453563714903,9.00647948164147,2.26781857451404,4.81641468682505,5.63714902807775,8.5097192224622,3.06695464362851,3.69330453563715,4.08207343412527,2.50539956803456,5.93952483801296,6.00431965442765,7.21382289416847,8.09935205183585,2.65658747300216,2.48380129589633,NA,NA
"67","UP000008478","JC polyomavirus",6.20012277470841,2.33271945979128,5.70902394106814,6.69122160834868,4.78821362799263,6.38428483732351,2.33271945979128,3.74462860650706,6.81399631675875,9.2694904849601,3.00798035604665,4.1743400859423,5.15653775322284,4.3585021485574,5.21792510742787,6.56844689993861,5.77041129527317,6.56844689993861,1.59607120933088,3.31491712707182,NA,NA
"68","UP000127886","Junin mammarenavirus",4.14554130629287,2.6841634357292,6.02445571130331,6.05427974947808,5.01043841336117,5.04026245153594,2.14733074858336,5.42797494780793,7.00864897107068,12.0787354607814,2.62451535937966,5.01043841336117,3.57888458097226,3.78765284819565,5.21920668058455,8.67879510885774,4.71219803161348,6.77005666567253,1.16313748881599,2.83328362660304,NA,NA
"69","UP000107189","KI Polyomavirus",6.27329192546584,2.48447204968944,3.91304347826087,6.83229813664596,3.47826086956522,6.08695652173913,2.11180124223602,5.15527950310559,6.27329192546584,9.93788819875776,1.92546583850932,5.40372670807453,6.02484472049689,4.09937888198758,4.59627329192547,6.83229813664596,6.33540372670807,6.70807453416149,1.61490683229814,3.91304347826087,NA,NA
"70","UP000138183","Kunjin virus",8.03961549665016,1.83512962423536,4.45674337314302,6.26274395572386,3.14593649868919,8.53480920477716,1.86425866588989,5.03932420623361,5.35974366443344,9.08826099621323,3.29158170696184,3.67025924847073,4.10719487328867,2.65074279056219,6.37926012234197,5.79667928925138,7.36964753859598,7.83571220506845,2.70900087387125,2.5633556655986,NA,NA
"71","UP000161306","Lagos bat virus",4.27066001109262,1.77481974486966,5.7681641708264,5.62950637825846,4.65890183028286,5.54631170271769,2.49584026622296,6.60011092623405,5.7681641708264,10.51026067665,2.74542429284526,4.18746533555186,4.85302273987798,2.80088740987243,5.74043261231281,10.0665557404326,5.57404326123128,5.96228508042152,1.66389351081531,3.38325013865779,NA,NA
"72","UP000180448","Lake Victoria marburgvirus",5.45864970244203,1.64169915862918,5.007182433819,5.31500102606197,4.20685409398728,4.94561871537041,2.87297352760107,6.38210547917094,5.52021342089062,11.081469320747,1.82639031397496,5.91011697106505,5.58177713933922,4.92509747588754,4.63780012312744,8.74204801970039,6.62836035296532,4.92509747588754,1.23127436897189,3.16027088036117,NA,NA
"73","UP000180575","Langat virus",8.17223198594025,1.93321616871705,4.54012888107791,6.47334504979496,2.81195079086116,9.51962507322789,2.34329232571763,3.63210310486233,4.04217926186292,9.81253661394259,3.42706502636204,2.66549502050381,3.86643233743409,2.54833040421793,7.73286467486819,5.50673696543644,6.7369654364382,9.28529584065612,2.89982425307557,2.05038078500293,NA,NA
"74","UP000002473","Lassa virus",4.82676932188333,2.54663902872372,5.77435593722239,6.01125259105715,4.17530352383773,5.53745928338762,2.28013029315961,5.77435593722239,6.66271838910275,11.7856085282795,2.87237192774652,5.0044418122594,3.52383772579212,3.90879478827362,4.79715724015398,8.49866745632218,5.30056262955286,6.01125259105715,1.12525910571513,3.58306188925081,NA,NA
