"","Proteome.ID","Pathogen","0","1","2","3"
"32","UP000006675","Hepatitis delta virus genotype I",1,1,0.928792569659443,1.12359550561798
"33","UP000006705","Hepatitis E virus genotype 1",1,1,1.54054054054054,0.809708737864078
"34","UP000007407","Hepatitis B virus genotype G",1,1.1,1.88571428571429,0.885848037450486
"35","UP000111173","Horsepox virus",13.5,29.2207792207792,13.5966257668712,1.12703087885986
"36","UP000008167","Human adenovirus C serotype 2",1.9,4.2156862745098,4.22993492407809,1.0475
"37","UP000001650","Human astrovirus-1",1,1.2,1.65789473684211,0.780927835051547
"38","UP000006716","Human coronavirus 229E (HCoV-229E)",1,0.996677740863787,1.6530612244898,0.67803730465468
"39","UP000000938","Human cytomegalovirus (Merlin)",2.5,9,5.59216013344454,0.97777692668588
"40","UP000143570","Human enterovirus D68",1,1,0.948275862068966,0.669045495093666
"41","UP000008683","Human enterovirus 70",1,1,1.00609756097561,0.640435328589368
"42","UP000009294","Human herpesvirus 1 (strain 17)",7.3,9.14634146341463,3.15789473684211,0.719381895381617
"43","UP000001874","Human herpesvirus 2 (strain HG52)",1,8.48571428571429,2.71393643031785,0.702853316629587
"44","UP000009295","Human herpesvirus 6A",3.9,16,7.09090909090909,0.755523134639433
"45","UP000009246","Human herpesvirus 7",1,1.6504854368932,1.23739688359303,0.540755016438046
"46","UP000000942","Human herpesvirus 8 type P",2.6,7.40853658536585,3.9444147514698,0.729766880024437
"47","UP000006930","Human herpesvirus 6B (strain Z29)",1.5,10.6508875739645,2.00107152424324,0.599210620739146
"48","UP000002241","Human immunodeficiency virus type 1 group M subtype B",1,1,0.821917808219178,0.566176470588235
"49","UP000002242","Human immunodeficiency virus type 2 subtype A",1,0.993377483443709,1.59217877094972,1.30903490759754
"50","UP000006372","Human papillomavirus 1",1,1,1.05527638190955,0.749176728869374
"51","UP000007710","Human papillomavirus 2a",1,0.996677740863787,0.989010989010989,0.859574468085106
"52","UP000009251","Human papillomavirus type 16",1,1,0.909090909090909,0.530376084860174
"53","UP000009109","Human papillomavirus type 18",1,0.996677740863787,0.804878048780488,0.48582995951417
"54","UP000109776","Human parainfluenza type 1 strain Washington/1964",1,1,1.09339407744875,0.536317567567568
"55","UP000006624","Human parvovirus B19",1,1,1.22257053291536,0.835795694385817
"56","UP000002472","Human respiratory syncytial virus B",1,0.996677740863787,0.934844192634561,0.46814044213264
"57","UP000007070","Human rhinovirus A serotype 89",1,0.996677740863787,1.1890243902439,0.733590733590734
"58","UP000000354","Severe acute respiratory syndrome coronavirus (SARS-CoV)",1,0.974025974025974,2.06349206349206,0.795559012799661
"59","UP000138352","Human spumaretrovirus",1,0.996677740863787,0.639658848614073,0.524043179587831
"60","UP000001061","Human T-cell leukemia virus 1",1,1.10091743119266,0.565573770491803,0.507182320441989
"61","UP000243571","Human torovirus",1,1,0.980392156862745,0.743243243243243
"62","UP000009255","Influenza A virus",1,1,0.99236641221374,0.680127523910733
"63","UP000008158","Influenza B virus",1,0.996677740863787,0.975,0.550570962479608
"64","UP000008286","Influenza C virus",1,1,0.909090909090909,0.438777423588974
"65","UP000204017","Isfahan virus",1,1,0.755667506297229,0.494001411432604
"66","UP000007214","Japanese encephalitis virus",1,1,0.82089552238806,0.583141897861813
"67","UP000008478","JC polyomavirus",1,1,0.964912280701754,0.831342570473005
"68","UP000127886","Junin mammarenavirus",1,0.980392156862745,0.65359477124183,0.371681415929204
"69","UP000107189","KI Polyomavirus",1,1,0.808625336927224,0.522609340252039
"70","UP000138183","Kunjin virus",1,0.996677740863787,1.03448275862069,0.659498207885305
"71","UP000161306","Lagos bat virus",1,0.986842105263158,0.906593406593407,0.484822013540074
"72","UP000180448","Lake Victoria marburgvirus",1,0.99009900990099,0.814814814814815,0.717360114777618
"73","UP000180575","Langat virus",1,1,0.932642487046632,0.612494895875868
"74","UP000002473","Lassa virus",1,0.996677740863787,0.808823529411765,0.572916666666667
"75","UP000007767","Lordsdale virus",1,1,0.827586206896552,0.622862725940401
"76","UP000007644","Louping ill virus",1,0.983606557377049,0.72289156626506,0.55310621242485
"77","UP000002474","Lymphocytic choriomeningitis virus",1,0.993377483443709,0.733496332518337,0.561696368147981
"78","UP000233900","Machupo virus",1,1,0.976331360946746,0.276976341604155
"79","UP000007774","Mayaro virus",1,1,0.88,0.668998688237866
"80","UP000008699","Measles virus",1,0.993377483443709,0.724346076458752,0.496206939435394
"81","UP000008663","Mengo encephalomyocarditis virus",1,1,1.0410094637224,0.623678646934461
"82","UP000154903","Merkel cell polyomavirus",1,1,1.22448979591837,1.19753086419753
"83","UP000147828","SARS coronavirus PUMC03",1,0.996677740863787,1.72949002217295,0.745173309246923
"84","UP000171868","MERS",1,1,0.846560846560847,0.629603891591383
"85","UP000006826","Mokola virus",1,0.993377483443709,0.920716112531969,0.539895923677363
"86","UP000000869","Molluscum contagiosum virus subtype 1",5.9,11.2012987012987,3.93299344501093,0.767079400813923
"87","UP000101269","Monkeypox virus",14.9,21.3548387096774,10.1104972375691,1.20690722287553
"88","UP000002331","Mumps virus",1,0.970873786407767,0.728155339805825,0.549611607797157
"89","UP000008863","Murray valley encephalitis virus",1,0.996677740863787,0.821917808219178,0.516363636363636
"90","UP000170143","Nipah virus",1,1,0.82089552238806,0.402036987402841
"91","UP000000826","Norwalk virus",1,1,1.09243697478992,0.708041958041958
"92","UP000008868","Onyong-nyong virus",1,0.99009900990099,0.930232558139535,0.448351648351648
"93","UP000000870","Orf virus",5.08305647840532,9.84520123839009,3.66992882562278,0.737392789778996
"94","UP000117676","Oropouche virus",1,1,0.862068965517241,0.530416541804016
"95","UP000139415","Pichinde mammarenavirus",1,1,0.813008130081301,0.523255813953488
"96","UP000000356","Poliovirus type 1",1,1,0.967741935483871,0.521962350256703
"97","UP000214480","Punta toro phlebovirus",1,1,0.842696629213483,0.432220039292731
"98","UP000110237","Puumala virus",1,1,0.889487870619946,0.565257352941177
"99","UP000008649","Rabies virus",1,0.986842105263158,0.68904593639576,0.393996247654784
"100","UP000002477","Rift valley fever virus",1,1,0.731707317073171,0.514208389715832
"101","UP000029743","Rosavirus A2",1,1,0.900900900900901,0.713168595558336
"102","UP000006579","Ross river virus",1,1,1.12299465240642,0.708154506437768
"103","UP000001119","Rotavirus A",1,1,0.986301369863014,0.490389797018143
"104","UP000114294","Rotavirus B",1,1.08552631578947,0.997624703087886,0.468424705065926
"105","UP000007664","Rotavirus C",1,0.986842105263158,1.06060606060606,0.646395489327427
"106","UP000000571","Rubella virus",1,1.09271523178808,1.39072847682119,0.784563189143342
"107","UP000007138","Sagiyama virus",1,1,1.19047619047619,0.546765471660324
"108","UP000029742","Salivirus A",1,1.19601328903654,1.1566265060241,0.588862812033284
"109","UP000207632","Sandfly fever Turkey virus",1,1,0.837988826815642,0.603737422137039
"110","UP000000667","Sapovirus aka Sapporo virus",1,1,1.38728323699422,0.502793296089385
"111","UP000464024","SARS coronavirus 2",1,0.993377483443709,1.2972972972973,0.691366417403127
"112","UP000000570","Semliki forest virus",1,0.986842105263158,0.815217391304348,0.726375176304654
"113","UP000207620","Seoul virus",1,1,0.876404494382023,0.606060606060606
"114","UP000001063","Simian foamy virus",1,0.996677740863787,0.833333333333333,0.676742612226483
"115","UP000007232","Simian virus 5",1,1,0.852713178294574,0.545986350341242
"116","UP000006710","Sindbis virus",1,0.993377483443709,1.44772117962466,0.872160184828648
"117","UP000007226","Southampton virus",1,1,0.942857142857143,0.83459328696704
"118","UP000171556","St. louis encephalitis virus",1,1,0.87719298245614,0.657791699295223
"119","UP000006848","Tick-borne powassan virus",1,1,0.989010989010989,0.642996319549686
"120","UP000001448","Torque teno virus",1,1,2.09912536443149,2.11813567143516
"121","UP000142444","Toscana virus",1,1,0.837988826815642,0.691704302353221
"122","UP000008595","Uukuniemi virus",1,1,0.854922279792746,0.577204091573307
"123","UP000000344","Vaccinia virus",13.3,28.9144736842105,12.4649446494465,1.06816340701308
"124","UP000002602","Varicella-zoster virus",1,1.23417721518987,1.58333333333333,0.672639743246857
"125","UP000002060","Variola virus",12.2,27.2,12.3880597014925,1.12633560944625
"126","UP000171441","Venezuelan equine encephalitis virus",1,1,1.29032258064516,0.78284547311096
"127","UP000002327","Vesicular stomatitis Indiana virus",1,1,0.854700854700855,0.720542526137327
"128","UP000136458","West Nile virus",1,0.996677740863787,1.01408450704225,0.678336980306346
"129","UP000128494","Western equine encephalitis virus",1,1,0.833333333333333,0.542727921923352
"130","UP000118542","WU polyomavirus",1,1,1.01694915254237,0.727883538633819
"131","UP000008596","Yaba monkey tumor virus",7.6,14.6129032258065,8.29591836734694,0.840852695691405
"132","UP000136581","Yaba-like disease virus",8.7,17.7491961414791,10.0100806451613,0.913246450106983
"133","UP000000360","Yellow fever virus",1,1,1.07692307692308,0.727189572375943
"134","UP000054557","Zika virus",1,0.99009900990099,0.846153846153846,0.637194368979995
