"","Proteome.ID","Pathogen","0","1","2","3"
"56","UP000002472","Human respiratory syncytial virus B",1,0.980392156862745,0.714285714285714,0.451339915373766
"57","UP000007070","Human rhinovirus A serotype 89",1,1,1.13702623906706,0.52007299270073
"58","UP000000354","Severe acute respiratory syndrome coronavirus (SARS-CoV)",1,0.983606557377049,1.2621359223301,0.447102774024322
"59","UP000138352","Human spumaretrovirus",1,0.996677740863787,0.704225352112676,0.417317911847452
"60","UP000001061","Human T-cell leukemia virus 1",1,1.08761329305136,0.245989304812834,0.157323781940327
"61","UP000243571","Human torovirus",1,1,0.99009900990099,0.709677419354839
"62","UP000009255","Influenza A virus",1,1,0.977443609022556,0.731289278232718
"63","UP000008158","Influenza B virus",1,0.993377483443709,1,0.504484304932735
"64","UP000008286","Influenza C virus",1,0.993377483443709,0.857142857142857,0.404634272868753
"65","UP000204017","Isfahan virus",1,1,0.802139037433155,0.42997542997543
"66","UP000007214","Japanese encephalitis virus",1,1,0.906593406593407,0.561606535057863
"67","UP000008478","JC polyomavirus",1,1,1.05095541401274,0.796338672768879
"68","UP000127886","Junin mammarenavirus",1,1,0.842696629213483,0.367847411444142
"69","UP000107189","KI Polyomavirus",1,1,0.845070422535211,0.460633779810519
"70","UP000138183","Kunjin virus",1,1,0.882352941176471,0.537383177570093
"71","UP000161306","Lagos bat virus",1,1,0.843989769820972,0.450578445301401
"72","UP000180448","Lake Victoria marburgvirus",1,1,0.677618069815195,0.553233341529383
"73","UP000180575","Langat virus",1,0.993377483443709,0.913705583756345,0.511073253833049
"74","UP000002473","Lassa virus",1,0.993377483443709,0.789473684210526,0.572916666666667
"75","UP000007767","Lordsdale virus",1,0.986842105263158,0.849056603773585,0.521685761047463
"76","UP000007644","Louping ill virus",1,0.996677740863787,0.717703349282297,0.501544612029802
"77","UP000002474","Lymphocytic choriomeningitis virus",1,1,0.77120822622108,0.52899936265137
"78","UP000233900","Machupo virus",1,1,0.959302325581395,0.363498674744415
"79","UP000007774","Mayaro virus",1,1,0.891891891891892,0.593828837570347
"80","UP000008699","Measles virus",1,0.983606557377049,0.780911062906725,0.493995295282902
"81","UP000008663","Mengo encephalomyocarditis virus",1,1,0.92436974789916,0.536851683348499
"82","UP000154903","Merkel cell polyomavirus",1,1,1.21739130434783,0.922053231939163
"83","UP000147828","SARS coronavirus PUMC03",1,0.983606557377049,0.946601941747573,0.409708858402135
"84","UP000171868","MERS",1,0.993377483443709,0.837696335078534,0.565366614664587
"85","UP000006826","Mokola virus",1,1,0.930232558139535,0.454379562043796
"86","UP000000869","Molluscum contagiosum virus subtype 1",1.5377932232841,0.0912143404806599,0.0610780271797221,0.109808111595484
"87","UP000101269","Monkeypox virus",4.08219178082192,2.01706276660573,0.928934010152284,0.45104781877901
"88","UP000002331","Mumps virus",1,1,0.704225352112676,0.506414584740041
"89","UP000008863","Murray valley encephalitis virus",1,1,0.75,0.434605182615793
"90","UP000170143","Nipah virus",1,1,0.741573033707865,0.416261967531567
"91","UP000000826","Norwalk virus",1,1,1.01298701298701,0.544843049327354
"92","UP000008868","Onyong-nyong virus",1,1,1,0.405405405405405
"93","UP000000870","Orf virus",5.1,2.56658595641647,0.557018432246303,0.308272168220591
"94","UP000117676","Oropouche virus",1,1,0.864553314121038,0.444500251130085
"95","UP000139415","Pichinde mammarenavirus",1,1,0.761421319796954,0.470485732955783
"96","UP000000356","Poliovirus type 1",1,1,0.970588235294118,0.697674418604651
"97","UP000214480","Punta toro phlebovirus",1,1,0.77120822622108,0.441865654987726
"98","UP000110237","Puumala virus",1,1,0.866141732283465,0.539237176676896
"99","UP000008649","Rabies virus",1,1,1.0077519379845,0.495103373231774
"100","UP000002477","Rift valley fever virus",1,0.993377483443709,0.731707317073171,0.460885385081868
"101","UP000029743","Rosavirus A2",1,0.986842105263158,0.84985835694051,0.575903005809548
"102","UP000006579","Ross river virus",1,1,1.00719424460432,0.575581395348837
"103","UP000001119","Rotavirus A",1,1,0.970350404312668,0.395881670533643
"104","UP000114294","Rotavirus B",1,1.09634551495017,1.02189781021898,0.452868165045287
"105","UP000007664","Rotavirus C",1,0.993377483443709,1.15384615384615,0.661446527920874
"106","UP000000571","Rubella virus",1,1.06796116504854,0.582793709528215,0.208169235962642
"107","UP000007138","Sagiyama virus",1,0.983606557377049,1.1166253101737,0.529172320217096
"108","UP000029742","Salivirus A",1,1.18032786885246,1.13207547169811,0.354163993327345
"109","UP000207632","Sandfly fever Turkey virus",1,1,0.77319587628866,0.533898305084746
"110","UP000000667","Sapovirus aka Sapporo virus",1,0.996677740863787,1.34078212290503,0.405770964833183
"111","UP000464024","SARS coronavirus 2",1,0.983606557377049,0.8,0.420856610800745
"112","UP000000570","Semliki forest virus",1,0.983606557377049,0.709219858156028,0.618494795836669
"113","UP000207620","Seoul virus",1,0.993377483443709,1.07142857142857,0.584600760456274
"114","UP000001063","Simian foamy virus",1,0.970873786407767,0.731707317073171,0.4739336492891
"115","UP000007232","Simian virus 5",1,1,0.797101449275362,0.431156165789811
"116","UP000006710","Sindbis virus",1,0.993377483443709,1.25,0.636862083509068
"117","UP000007226","Southampton virus",1,0.996677740863787,0.734966592427617,0.431519699812383
"118","UP000171556","St. louis encephalitis virus",1,1,0.757575757575758,0.51948051948052
"119","UP000006848","Tick-borne powassan virus",1,1,0.886699507389163,0.542564852027768
"120","UP000001448","Torque teno virus",1,0.996677740863787,1.83206106870229,0.940766550522648
"121","UP000142444","Toscana virus",1,0.996677740863787,0.789473684210526,0.53512320706142
"122","UP000008595","Uukuniemi virus",1,0.996677740863787,0.850515463917526,0.513988288874431
"123","UP000000344","Vaccinia virus",13.3,27.0461538461538,8.13192103996148,0.815286999278637
"124","UP000002602","Varicella-zoster virus",1,1.22641509433962,1.1003861003861,0.505646215192843
"125","UP000002060","Variola virus",12.1594684385382,24.8780487804878,6.43688065489013,0.702471738423011
"126","UP000171441","Venezuelan equine encephalitis virus",1,1,1.18811881188119,0.641263940520446
"127","UP000002327","Vesicular stomatitis Indiana virus",1,1,0.75,0.608882521489971
"128","UP000136458","West Nile virus",1,0.993377483443709,0.923076923076923,0.533766979146738
"129","UP000128494","Western equine encephalitis virus",1,1,0.767263427109974,0.428813240549182
"130","UP000118542","WU polyomavirus",1,1,0.949868073878628,0.605402049053089
"131","UP000008596","Yaba monkey tumor virus",7.6,14.6129032258065,6.93686006825939,0.730488462103768
"132","UP000136581","Yaba-like disease virus",8.7,16.7781155015198,7.05255681818182,0.819121559733066
"133","UP000000360","Yellow fever virus",1,1,1.14130434782609,0.645685279187817
"134","UP000054557","Zika virus",1,1,0.787589498806683,0.481702763256161
