"","chromosome_name","mismatches","count","pathogen"
"80","Auto","3",26,"Reversed_Hepatitis_A_virus_UP000006724_12mer_3mis_hits.tsv"
"81","Mitochondrion","3",2,"Reversed_Hepatitis_A_virus_UP000006724_12mer_3mis_hits.tsv"
"82","X","3",3,"Reversed_Hepatitis_A_virus_UP000006724_12mer_3mis_hits.tsv"
"83","Auto","3",43,"Reversed_Hepatitis_B_virus_UP000008591_12mer_3mis_hits.tsv"
"84","X","3",1,"Reversed_Hepatitis_B_virus_UP000008591_12mer_3mis_hits.tsv"
"85","Auto","2",1,"Reversed_Hepatitis_C_virus_UP000000518_12mer_3mis_hits.tsv"
"86","Auto","3",58,"Reversed_Hepatitis_C_virus_UP000000518_12mer_3mis_hits.tsv"
"87","Auto","3",14,"Reversed_Hepatitis_delta_virus_UP000006675_12mer_3mis_hits.tsv"
"88","Auto","2",1,"Reversed_Hepatitis_E_virus_UP000006705_12mer_3mis_hits.tsv"
"89","Auto","3",48,"Reversed_Hepatitis_E_virus_UP000006705_12mer_3mis_hits.tsv"
"90","Auto","3",44,"Reversed_Hepatitis_G_virus_UP000007407_12mer_3mis_hits.tsv"
"91","Auto","2",6,"Reversed_Horsepox_virus_UP000111173_12mer_3mis_hits.tsv"
"92","Auto","3",709,"Reversed_Horsepox_virus_UP000111173_12mer_3mis_hits.tsv"
"93","X","3",22,"Reversed_Horsepox_virus_UP000111173_12mer_3mis_hits.tsv"
"94","Auto","2",6,"Reversed_Human_adenovirus_UP000008167_12mer_3mis_hits.tsv"
"95","Auto","3",303,"Reversed_Human_adenovirus_UP000008167_12mer_3mis_hits.tsv"
"96","X","2",1,"Reversed_Human_adenovirus_UP000008167_12mer_3mis_hits.tsv"
"97","X","3",15,"Reversed_Human_adenovirus_UP000008167_12mer_3mis_hits.tsv"
"98","Y","3",1,"Reversed_Human_adenovirus_UP000008167_12mer_3mis_hits.tsv"
"99","Auto","3",40,"Reversed_Human_astrovirus_UP000001650_12mer_3mis_hits.tsv"
"100","Auto","2",3,"Reversed_Human_coronavirus_UP000006716_12mer_3mis_hits.tsv"
"101","Auto","3",163,"Reversed_Human_coronavirus_UP000006716_12mer_3mis_hits.tsv"
"102","X","3",3,"Reversed_Human_coronavirus_UP000006716_12mer_3mis_hits.tsv"
"103","Auto","2",25,"Reversed_Human_cytomegalovirus_merlin_UP000000938_12mer_3mis_hits.tsv"
"104","Auto","3",1379,"Reversed_Human_cytomegalovirus_merlin_UP000000938_12mer_3mis_hits.tsv"
"105","X","2",1,"Reversed_Human_cytomegalovirus_merlin_UP000000938_12mer_3mis_hits.tsv"
"106","X","3",40,"Reversed_Human_cytomegalovirus_merlin_UP000000938_12mer_3mis_hits.tsv"
"107","Y","3",1,"Reversed_Human_cytomegalovirus_merlin_UP000000938_12mer_3mis_hits.tsv"
"108","Auto","3",19,"Reversed_Human_enterovirus_68_UP000143570_12mer_3mis_hits.tsv"
"109","X","3",1,"Reversed_Human_enterovirus_68_UP000143570_12mer_3mis_hits.tsv"
"110","Auto","3",22,"Reversed_Human_enterovirus_70_UP000008683_12mer_3mis_hits.tsv"
"111","Auto","2",40,"Reversed_Human_herpesvirus_1_UP000009294_12mer_3mis_hits.tsv"
"112","Auto","3",1377,"Reversed_Human_herpesvirus_1_UP000009294_12mer_3mis_hits.tsv"
"113","X","2",2,"Reversed_Human_herpesvirus_1_UP000009294_12mer_3mis_hits.tsv"
"114","X","3",56,"Reversed_Human_herpesvirus_1_UP000009294_12mer_3mis_hits.tsv"
"115","Auto","2",43,"Reversed_Human_herpesvirus_2_UP000001874_12mer_3mis_hits.tsv"
"116","Auto","3",1612,"Reversed_Human_herpesvirus_2_UP000001874_12mer_3mis_hits.tsv"
"117","X","2",3,"Reversed_Human_herpesvirus_2_UP000001874_12mer_3mis_hits.tsv"
"118","X","3",56,"Reversed_Human_herpesvirus_2_UP000001874_12mer_3mis_hits.tsv"
"119","Auto","2",6,"Reversed_Human_herpesvirus_6_UP000009295_12mer_3mis_hits.tsv"
"120","Auto","3",725,"Reversed_Human_herpesvirus_6_UP000009295_12mer_3mis_hits.tsv"
"121","X","2",3,"Reversed_Human_herpesvirus_6_UP000009295_12mer_3mis_hits.tsv"
"122","X","3",27,"Reversed_Human_herpesvirus_6_UP000009295_12mer_3mis_hits.tsv"
"123","Auto","2",7,"Reversed_Human_herpesvirus_7_UP000009246_12mer_3mis_hits.tsv"
"124","Auto","3",571,"Reversed_Human_herpesvirus_7_UP000009246_12mer_3mis_hits.tsv"
"125","Mitochondrion","3",2,"Reversed_Human_herpesvirus_7_UP000009246_12mer_3mis_hits.tsv"
"126","X","3",19,"Reversed_Human_herpesvirus_7_UP000009246_12mer_3mis_hits.tsv"
"127","Auto","2",21,"Reversed_Human_herpesvirus_8_UP000000942_12mer_3mis_hits.tsv"
"128","Auto","3",825,"Reversed_Human_herpesvirus_8_UP000000942_12mer_3mis_hits.tsv"
"129","X","2",1,"Reversed_Human_herpesvirus_8_UP000000942_12mer_3mis_hits.tsv"
"130","X","3",56,"Reversed_Human_herpesvirus_8_UP000000942_12mer_3mis_hits.tsv"
"131","Y","3",2,"Reversed_Human_herpesvirus_8_UP000000942_12mer_3mis_hits.tsv"
"132","Auto","2",6,"Reversed_Human_herpesvirus6b_UP000006930_12mer_3mis_hits.tsv"
"133","Auto","3",636,"Reversed_Human_herpesvirus6b_UP000006930_12mer_3mis_hits.tsv"
"134","X","3",29,"Reversed_Human_herpesvirus6b_UP000006930_12mer_3mis_hits.tsv"
"135","Y","3",2,"Reversed_Human_herpesvirus6b_UP000006930_12mer_3mis_hits.tsv"
"136","Auto","3",50,"Reversed_Human_immunodeficiency_virus_1_UP000002241_12mer_3mis_hits.tsv"
"137","Auto","2",1,"Reversed_Human_immunodeficiency_virus_2_UP000002242_12mer_3mis_hits.tsv"
"138","Auto","3",58,"Reversed_Human_immunodeficiency_virus_2_UP000002242_12mer_3mis_hits.tsv"
"139","X","3",1,"Reversed_Human_immunodeficiency_virus_2_UP000002242_12mer_3mis_hits.tsv"
"140","Auto","3",41,"Reversed_Human_papillomavirus_1_UP000006372_12mer_3mis_hits.tsv"
"141","X","3",1,"Reversed_Human_papillomavirus_1_UP000006372_12mer_3mis_hits.tsv"
"142","Auto","2",1,"Reversed_Human_papillomavirus_2_UP000007710_12mer_3mis_hits.tsv"
"143","Auto","3",46,"Reversed_Human_papillomavirus_2_UP000007710_12mer_3mis_hits.tsv"
"144","X","3",1,"Reversed_Human_papillomavirus_2_UP000007710_12mer_3mis_hits.tsv"
"145","Auto","3",36,"Reversed_Human_papillomavirus_type_16_UP000009251_12mer_3mis_hits.tsv"
"146","X","3",4,"Reversed_Human_papillomavirus_type_16_UP000009251_12mer_3mis_hits.tsv"
"147","Auto","3",31,"Reversed_Human_papillomavirus_type_18_UP000009109_12mer_3mis_hits.tsv"
"148","X","3",3,"Reversed_Human_papillomavirus_type_18_UP000009109_12mer_3mis_hits.tsv"
"149","Auto","2",3,"Reversed_Human_parainfluenza_UP000109776_12mer_3mis_hits.tsv"
"150","Auto","3",100,"Reversed_Human_parainfluenza_UP000109776_12mer_3mis_hits.tsv"
"151","X","3",2,"Reversed_Human_parainfluenza_UP000109776_12mer_3mis_hits.tsv"
"152","Auto","3",25,"Reversed_Human_parvovirus_B19_UP000006624_12mer_3mis_hits.tsv"
"153","Auto","2",3,"Reversed_Human_respiratory_syncytial_virus_UP000002472_12mer_3mis_hits.tsv"
"154","Auto","3",59,"Reversed_Human_respiratory_syncytial_virus_UP000002472_12mer_3mis_hits.tsv"
"155","X","3",1,"Reversed_Human_respiratory_syncytial_virus_UP000002472_12mer_3mis_hits.tsv"
"156","Auto","3",23,"Reversed_Human_rhinovirus_UP000007070_12mer_3mis_hits.tsv"
"157","X","3",3,"Reversed_Human_rhinovirus_UP000007070_12mer_3mis_hits.tsv"
"158","Y","3",2,"Reversed_Human_rhinovirus_UP000007070_12mer_3mis_hits.tsv"
"159","Auto","3",171,"Reversed_Human_SARS_coronavirus_UP000000354_12mer_3mis_hits.tsv"
"160","Mitochondrion","3",2,"Reversed_Human_SARS_coronavirus_UP000000354_12mer_3mis_hits.tsv"
"161","X","2",1,"Reversed_Human_SARS_coronavirus_UP000000354_12mer_3mis_hits.tsv"
"162","X","3",7,"Reversed_Human_SARS_coronavirus_UP000000354_12mer_3mis_hits.tsv"
"163","Auto","3",47,"Reversed_Human_spumaretrovirus_UP000138352_12mer_3mis_hits.tsv"
"164","X","3",3,"Reversed_Human_spumaretrovirus_UP000138352_12mer_3mis_hits.tsv"
"165","Auto","2",4,"Reversed_Human_T-lymphotropic_virus_1_UP000001061_12mer_3mis_hits.tsv"
"166","Auto","3",159,"Reversed_Human_T-lymphotropic_virus_1_UP000001061_12mer_3mis_hits.tsv"
"167","X","3",2,"Reversed_Human_T-lymphotropic_virus_1_UP000001061_12mer_3mis_hits.tsv"
"168","Auto","3",5,"Reversed_Human_torovirus_UP000243571_12mer_3mis_hits.tsv"
"169","Auto","3",76,"Reversed_Influenza_A_virus_UP000009255_12mer_3mis_hits.tsv"
"170","Auto","3",82,"Reversed_Influenza_B_virus_UP000008158_12mer_3mis_hits.tsv"
"171","X","3",8,"Reversed_Influenza_B_virus_UP000008158_12mer_3mis_hits.tsv"
"172","Auto","3",49,"Reversed_Influenza_C_virus_UP000008286_12mer_3mis_hits.tsv"
"173","X","2",2,"Reversed_Influenza_C_virus_UP000008286_12mer_3mis_hits.tsv"
"174","X","3",8,"Reversed_Influenza_C_virus_UP000008286_12mer_3mis_hits.tsv"
"175","Auto","3",54,"Reversed_Isfahan_virus_UP000204017_12mer_3mis_hits.tsv"
"176","Auto","3",53,"Reversed_Japanese_encephalitis_virus_UP000007214_12mer_3mis_hits.tsv"
"177","X","3",1,"Reversed_Japanese_encephalitis_virus_UP000007214_12mer_3mis_hits.tsv"
"178","Auto","2",3,"Reversed_JC_polyomavirus_UP000008478_12mer_3mis_hits.tsv"
"179","Auto","3",21,"Reversed_JC_polyomavirus_UP000008478_12mer_3mis_hits.tsv"
"180","Auto","3",94,"Reversed_Junin_mammarenavirus_UP000127886_12mer_3mis_hits.tsv"
"181","X","3",1,"Reversed_Junin_mammarenavirus_UP000127886_12mer_3mis_hits.tsv"
"182","Auto","3",25,"Reversed_KI_Polyomavirus_UP000107189_12mer_3mis_hits.tsv"
"183","Auto","2",3,"Reversed_Kunjin_virus_UP000138183_12mer_3mis_hits.tsv"
"184","Auto","3",70,"Reversed_Kunjin_virus_UP000138183_12mer_3mis_hits.tsv"
"185","Auto","2",1,"Reversed_Lagos_bat_virus_UP000161306_12mer_3mis_hits.tsv"
"186","Auto","3",50,"Reversed_Lagos_bat_virus_UP000161306_12mer_3mis_hits.tsv"
"187","Auto","2",2,"Reversed_Lake_Victoria_marburgvirus_UP000180448_12mer_3mis_hits.tsv"
"188","Auto","3",105,"Reversed_Lake_Victoria_marburgvirus_UP000180448_12mer_3mis_hits.tsv"
"189","Auto","2",2,"Reversed_Langat_virus_UP000180575_12mer_3mis_hits.tsv"
"190","Auto","3",69,"Reversed_Langat_virus_UP000180575_12mer_3mis_hits.tsv"
"191","X","3",6,"Reversed_Langat_virus_UP000180575_12mer_3mis_hits.tsv"
"192","Auto","3",61,"Reversed_Lassa_virus_UP000002473_12mer_3mis_hits.tsv"
"193","X","3",2,"Reversed_Lassa_virus_UP000002473_12mer_3mis_hits.tsv"
"194","Auto","2",1,"Reversed_Lordsdale_virus_UP000007767_12mer_3mis_hits.tsv"
"195","Auto","3",50,"Reversed_Lordsdale_virus_UP000007767_12mer_3mis_hits.tsv"
"196","Auto","2",1,"Reversed_Louping_ill_virus_UP000007644_12mer_3mis_hits.tsv"
"197","Auto","3",65,"Reversed_Louping_ill_virus_UP000007644_12mer_3mis_hits.tsv"
"198","X","3",4,"Reversed_Louping_ill_virus_UP000007644_12mer_3mis_hits.tsv"
"199","Auto","3",39,"Reversed_Lymphocytic_choriomeningitis_virus_UP000002474_12mer_3mis_hits.tsv"
"200","Auto","3",52,"Reversed_Machupo_virus_UP000233900_12mer_3mis_hits.tsv"
"201","X","3",6,"Reversed_Machupo_virus_UP000233900_12mer_3mis_hits.tsv"
"202","Auto","2",1,"Reversed_Mayaro_virus_UP000007774_12mer_3mis_hits.tsv"
"203","Auto","3",51,"Reversed_Mayaro_virus_UP000007774_12mer_3mis_hits.tsv"
"204","Auto","2",1,"Reversed_Measles_virus_UP000008699_12mer_3mis_hits.tsv"
"205","Auto","3",66,"Reversed_Measles_virus_UP000008699_12mer_3mis_hits.tsv"
"206","X","3",3,"Reversed_Measles_virus_UP000008699_12mer_3mis_hits.tsv"
"207","Y","3",1,"Reversed_Measles_virus_UP000008699_12mer_3mis_hits.tsv"
"208","Auto","3",24,"Reversed_Mengo_encephalomyocarditis_virus_UP000008663_12mer_3mis_hits.tsv"
"209","X","3",1,"Reversed_Mengo_encephalomyocarditis_virus_UP000008663_12mer_3mis_hits.tsv"
"210","Auto","3",48,"Reversed_Merkel_cell_polyomavirus_UP000154903_12mer_3mis_hits.tsv"
"211","X","3",1,"Reversed_Merkel_cell_polyomavirus_UP000154903_12mer_3mis_hits.tsv"
"212","Auto","2",1,"Reversed_MERS_coronavirus_UP000147828_12mer_3mis_hits.tsv"
"213","Auto","3",101,"Reversed_MERS_coronavirus_UP000147828_12mer_3mis_hits.tsv"
"214","X","3",2,"Reversed_MERS_coronavirus_UP000147828_12mer_3mis_hits.tsv"
"215","Auto","2",8,"Reversed_MERS_UP000171868_12mer_3mis_hits.tsv"
"216","Auto","3",246,"Reversed_MERS_UP000171868_12mer_3mis_hits.tsv"
"217","X","3",3,"Reversed_MERS_UP000171868_12mer_3mis_hits.tsv"
"218","Auto","2",1,"Reversed_Mokola_virus_UP000006826_12mer_3mis_hits.tsv"
"219","Auto","3",50,"Reversed_Mokola_virus_UP000006826_12mer_3mis_hits.tsv"
"220","X","3",3,"Reversed_Mokola_virus_UP000006826_12mer_3mis_hits.tsv"
"221","Auto","2",28,"Reversed_Molluscum_contagiosum_virus_UP000000869_12mer_3mis_hits.tsv"
"222","Auto","3",1484,"Reversed_Molluscum_contagiosum_virus_UP000000869_12mer_3mis_hits.tsv"
"223","Mitochondrion","3",2,"Reversed_Molluscum_contagiosum_virus_UP000000869_12mer_3mis_hits.tsv"
"224","X","2",4,"Reversed_Molluscum_contagiosum_virus_UP000000869_12mer_3mis_hits.tsv"
"225","X","3",59,"Reversed_Molluscum_contagiosum_virus_UP000000869_12mer_3mis_hits.tsv"
"226","Y","3",1,"Reversed_Molluscum_contagiosum_virus_UP000000869_12mer_3mis_hits.tsv"
"227","Auto","2",8,"Reversed_Monkeypox_virus_UP000101269_12mer_3mis_hits.tsv"
"228","Auto","3",612,"Reversed_Monkeypox_virus_UP000101269_12mer_3mis_hits.tsv"
"229","Mitochondrion","3",1,"Reversed_Monkeypox_virus_UP000101269_12mer_3mis_hits.tsv"
"230","X","3",28,"Reversed_Monkeypox_virus_UP000101269_12mer_3mis_hits.tsv"
"231","Y","3",1,"Reversed_Monkeypox_virus_UP000101269_12mer_3mis_hits.tsv"
"232","Auto","3",88,"Reversed_Mumps_virus_UP000002331_12mer_3mis_hits.tsv"
"233","X","2",2,"Reversed_Mumps_virus_UP000002331_12mer_3mis_hits.tsv"
"234","X","3",6,"Reversed_Mumps_virus_UP000002331_12mer_3mis_hits.tsv"
"235","Auto","2",1,"Reversed_Murray_valley_encephalitis_virus_UP000008863_12mer_3mis_hits.tsv"
"236","Auto","3",34,"Reversed_Murray_valley_encephalitis_virus_UP000008863_12mer_3mis_hits.tsv"
"237","X","3",2,"Reversed_Murray_valley_encephalitis_virus_UP000008863_12mer_3mis_hits.tsv"
"238","Auto","2",3,"Reversed_Nipah_virus_UP000170143_12mer_3mis_hits.tsv"
"239","Auto","3",98,"Reversed_Nipah_virus_UP000170143_12mer_3mis_hits.tsv"
"240","X","3",4,"Reversed_Nipah_virus_UP000170143_12mer_3mis_hits.tsv"
"241","Auto","3",44,"Reversed_Norwalk_virus_UP000000826_12mer_3mis_hits.tsv"
"242","X","3",1,"Reversed_Norwalk_virus_UP000000826_12mer_3mis_hits.tsv"
"243","Auto","3",43,"Reversed_Onyong_nyong_virus_UP000008868_12mer_3mis_hits.tsv"
"244","Auto","2",21,"Reversed_Orf_virus_UP000000870_12mer_3mis_hits.tsv"
"245","Auto","3",905,"Reversed_Orf_virus_UP000000870_12mer_3mis_hits.tsv"
"246","X","3",41,"Reversed_Orf_virus_UP000000870_12mer_3mis_hits.tsv"
"247","Y","3",2,"Reversed_Orf_virus_UP000000870_12mer_3mis_hits.tsv"
"248","Auto","3",53,"Reversed_Oropouche_virus_UP000117676_12mer_3mis_hits.tsv"
"249","X","3",2,"Reversed_Oropouche_virus_UP000117676_12mer_3mis_hits.tsv"
"250","Auto","3",67,"Reversed_Pichinde_mammarenavirus_UP000139415_12mer_3mis_hits.tsv"
"251","X","3",3,"Reversed_Pichinde_mammarenavirus_UP000139415_12mer_3mis_hits.tsv"
"252","Auto","2",1,"Reversed_Poliovirus_UP000000356_12mer_3mis_hits.tsv"
"253","Auto","3",31,"Reversed_Poliovirus_UP000000356_12mer_3mis_hits.tsv"
"254","Auto","2",2,"Reversed_Punta_toro_phlebovirus_UP000214480_12mer_3mis_hits.tsv"
"255","Auto","3",65,"Reversed_Punta_toro_phlebovirus_UP000214480_12mer_3mis_hits.tsv"
"256","X","3",5,"Reversed_Punta_toro_phlebovirus_UP000214480_12mer_3mis_hits.tsv"
"257","Auto","3",43,"Reversed_Puumala_virus_UP000110237_12mer_3mis_hits.tsv"
"258","X","3",1,"Reversed_Puumala_virus_UP000110237_12mer_3mis_hits.tsv"
"259","Auto","3",56,"Reversed_Rabies_virus_UP000008649_12mer_3mis_hits.tsv"
"260","X","3",4,"Reversed_Rabies_virus_UP000008649_12mer_3mis_hits.tsv"
"261","Auto","2",1,"Reversed_Rift_valley_fever_virus_UP000002477_12mer_3mis_hits.tsv"
"262","Auto","3",46,"Reversed_Rift_valley_fever_virus_UP000002477_12mer_3mis_hits.tsv"
"263","Auto","3",39,"Reversed_Rosavirus_A_UP000029743_12mer_3mis_hits.tsv"
"264","X","3",2,"Reversed_Rosavirus_A_UP000029743_12mer_3mis_hits.tsv"
"265","Auto","3",57,"Reversed_Ross_river_virus_UP000006579_12mer_3mis_hits.tsv"
"266","X","3",3,"Reversed_Ross_river_virus_UP000006579_12mer_3mis_hits.tsv"
"267","Auto","2",2,"Reversed_Rotavirus_A_UP000001119_12mer_3mis_hits.tsv"
"268","Auto","3",85,"Reversed_Rotavirus_A_UP000001119_12mer_3mis_hits.tsv"
"269","X","3",8,"Reversed_Rotavirus_A_UP000001119_12mer_3mis_hits.tsv"
"270","Auto","2",2,"Reversed_Rotavirus_B_UP000114294_12mer_3mis_hits.tsv"
"271","Auto","3",70,"Reversed_Rotavirus_B_UP000114294_12mer_3mis_hits.tsv"
"272","X","3",2,"Reversed_Rotavirus_B_UP000114294_12mer_3mis_hits.tsv"
"273","Auto","2",1,"Reversed_Rotavirus_C_UP000007664_12mer_3mis_hits.tsv"
"274","Auto","3",54,"Reversed_Rotavirus_C_UP000007664_12mer_3mis_hits.tsv"
"275","X","3",1,"Reversed_Rotavirus_C_UP000007664_12mer_3mis_hits.tsv"
"276","Auto","2",1,"Reversed_Rubella_virus_UP000000571_12mer_3mis_hits.tsv"
"277","Auto","3",88,"Reversed_Rubella_virus_UP000000571_12mer_3mis_hits.tsv"
"278","X","3",2,"Reversed_Rubella_virus_UP000000571_12mer_3mis_hits.tsv"
"279","Auto","2",5,"Reversed_Sagiyama_virus_UP000007138_12mer_3mis_hits.tsv"
"280","Auto","3",52,"Reversed_Sagiyama_virus_UP000007138_12mer_3mis_hits.tsv"
"281","Auto","3",60,"Reversed_Salivirus_A_UP000029742_12mer_3mis_hits.tsv"
