"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","virus"
"hsa04926","hsa04926","Relaxin signaling pathway","1/15","129/8661",0.201706804814887,0.346676249423159,0.346676249423159,"4318",1,"UP000180764"
"hsa04068","hsa04068","FoxO signaling pathway","1/15","131/8661",0.204511439717098,0.346676249423159,0.346676249423159,"100132074",1,"UP000180764"
"hsa04915","hsa04915","Estrogen signaling pathway","1/15","137/8661",0.212870263938056,0.346676249423159,0.346676249423159,"4318",1,"UP000180764"
"hsa05418","hsa05418","Fluid shear stress and atherosclerosis","1/15","139/8661",0.215638271660461,0.346676249423159,0.346676249423159,"4318",1,"UP000180764"
"hsa05017","hsa05017","Spinocerebellar ataxia","1/15","143/8661",0.221147053412988,0.346676249423159,0.346676249423159,"23152",1,"UP000180764"
"hsa04145","hsa04145","Phagosome","1/15","152/8661",0.233410057262123,0.346676249423159,0.346676249423159,"7059",1,"UP000180764"
"hsa04934","hsa04934","Cushing syndrome","1/15","155/8661",0.237457514298277,0.346676249423159,0.346676249423159,"3739",1,"UP000180764"
"hsa04514","hsa04514","Cell adhesion molecules","1/15","157/8661",0.240144728777648,0.346676249423159,0.346676249423159,"9369",1,"UP000180764"
"hsa05161","hsa05161","Hepatitis B","1/15","162/8661",0.246824146624518,0.346676249423159,0.346676249423159,"4318",1,"UP000180764"
"hsa04022","hsa04022","cGMP-PKG signaling pathway","1/15","166/8661",0.252128181398661,0.346676249423159,0.346676249423159,"5138",1,"UP000180764"
"hsa05202","hsa05202","Transcriptional misregulation in cancer","1/15","193/8661",0.287028737308165,0.354635397216437,0.354635397216437,"4318",1,"UP000180764"
"hsa05130","hsa05130","Pathogenic Escherichia coli infection","1/15","198/8661",0.293322582806286,0.354635397216437,0.354635397216437,"4691",1,"UP000180764"
"hsa04510","hsa04510","Focal adhesion","1/15","203/8661",0.29956454199746,0.354635397216437,0.354635397216437,"7059",1,"UP000180764"
"hsa05415","hsa05415","Diabetic cardiomyopathy","1/15","203/8661",0.29956454199746,0.354635397216437,0.354635397216437,"4318",1,"UP000180764"
"hsa05205","hsa05205","Proteoglycans in cancer","1/15","205/8661",0.302046886626998,0.354635397216437,0.354635397216437,"4318",1,"UP000180764"
"hsa05207","hsa05207","Chemical carcinogenesis - receptor activation","1/15","212/8661",0.310670581849545,0.354635397216437,0.354635397216437,"3837",1,"UP000180764"
"hsa05417","hsa05417","Lipid and atherosclerosis","1/15","215/8661",0.314335920260024,0.354635397216437,0.354635397216437,"4318",1,"UP000180764"
"hsa05131","hsa05131","Shigellosis","1/15","247/8661",0.352317295566686,0.387549025123355,0.387549025123355,"100132074",1,"UP000180764"
"hsa05206","hsa05206","MicroRNAs in cancer","1/15","310/8661",0.421423211002996,0.452259055710532,0.452259055710533,"4318",1,"UP000180764"
"hsa05165","hsa05165","Human papillomavirus infection","1/15","331/8661",0.442884821753648,0.463974575170488,0.463974575170488,"7059",1,"UP000180764"
"hsa04151","hsa04151","PI3K-Akt signaling pathway","1/15","359/8661",0.470345799739704,0.481284074152256,0.481284074152256,"7059",1,"UP000180764"
"hsa04740","hsa04740","Olfactory transduction","1/15","439/8661",0.542005708918784,0.542005708918784,0.542005708918784,"5138",1,"UP000180764"
"hsa03050","hsa03050","Proteasome","6/85","46/8661",5.11487117733137e-06,0.000819292924186013,0.000798923032302796,"5700/5702/5705/5706/5701/5704",6,"UP000119554"
"hsa050171","hsa05017","Spinocerebellar ataxia","9/85","143/8661",1.00526739163928e-05,0.000819292924186013,0.000798923032302796,"10939/5700/5702/5705/5706/5701/2906/5704/9776",9,"UP000119554"
"hsa05014","hsa05014","Amyotrophic lateral sclerosis","11/85","364/8661",0.000810167723213524,0.0440191129612681,0.0429246758614885,"5700/5702/5705/5706/5701/7415/400916/2906/5704/8021/9776",11,"UP000119554"
"hsa05022","hsa05022","Pathways of neurodegeneration - multiple diseases","11/85","476/8661",0.00657319282868088,0.267857607768746,0.26119792556074,"5700/5702/5705/5706/356/5701/7415/3064/2906/5704/9776",11,"UP000119554"
"hsa05016","hsa05016","Huntington disease","8/85","306/8661",0.0100777139298778,0.328533474114016,0.320365221770852,"5700/5702/5705/5706/5701/3064/5704/9776",8,"UP000119554"
"hsa05010","hsa05010","Alzheimer disease","9/85","384/8661",0.012650282801547,0.330991241429266,0.32276188218159,"5700/5702/5705/5706/5701/8471/2906/5704/9776",9,"UP000119554"
"hsa05169","hsa05169","Epstein-Barr virus infection","6/85","202/8661",0.0142143477914409,0.330991241429266,0.32276188218159,"5700/5702/5705/5706/5701/5704",6,"UP000119554"
"hsa05020","hsa05020","Prion disease","7/85","272/8661",0.0171356246937113,0.349138353134368,0.340457806414527,"5700/5702/5705/5706/5701/2906/5704",7,"UP000119554"
"hsa00310","hsa00310","Lysine degradation","3/85","63/8661",0.0237463727336959,0.366544218099365,0.357430913354886,"84444/23067/9757",3,"UP000119554"
"hsa03250","hsa03250","Viral life cycle - HIV-1","3/85","63/8661",0.0237463727336959,0.366544218099365,0.357430913354886,"9525/27183/904",3,"UP000119554"
"hsa04810","hsa04810","Regulation of actin cytoskeleton","6/85","229/8661",0.0247361128778712,0.366544218099365,0.357430913354886,"55740/1730/1729/81624/8936/2261",6,"UP000119554"
"hsa05012","hsa05012","Parkinson disease","6/85","266/8661",0.0462025521048723,0.627584666091181,0.611981172617167,"5700/5702/5705/5706/5701/5704",6,"UP000119554"
"hsa008601","hsa00860","Porphyrin metabolism","2/85","43/8661",0.0663486619099649,0.768585343216777,0.749476182277904,"644/645",2,"UP000119554"
"hsa04070","hsa04070","Phosphatidylinositol signaling system","3/85","97/8661",0.0697351286917597,0.768585343216777,0.749476182277904,"89869/139189/3636",3,"UP000119554"
"hsa04217","hsa04217","Necroptosis","4/85","159/8661",0.0707287125659611,0.768585343216777,0.749476182277904,"9525/27183/124044/356",4,"UP000119554"
"hsa04144","hsa04144","Endocytosis","5/85","250/8661",0.0987387001279831,0.855129234288996,0.833868352454882,"9525/27183/23096/644150/2261",5,"UP000119554"
"hsa03082","hsa03082","ATP-dependent chromatin remodeling","3/85","117/8661",0.1073755757746,0.855129234288996,0.833868352454882,"8607/8295/6601",3,"UP000119554"
"hsa04919","hsa04919","Thyroid hormone signaling pathway","3/85","121/8661",0.115698112040951,0.855129234288996,0.833868352454882,"89869/6257/9611",3,"UP000119554"
"hsa052021","hsa05202","Transcriptional misregulation in cancer","4/85","193/8661",0.121204875003213,0.855129234288996,0.833868352454882,"84444/6257/904/9611",4,"UP000119554"
"hsa04929","hsa04929","GnRH secretion","2/85","64/8661",0.130140654857752,0.855129234288996,0.833868352454882,"8912/3780",2,"UP000119554"
"hsa00730","hsa00730","Thiamine metabolism","1/85","15/8661",0.137619826502013,0.855129234288996,0.833868352454882,"158067",1,"UP000119554"
"hsa04920","hsa04920","Adipocytokine signaling pathway","2/85","70/8661",0.150298509400863,0.855129234288996,0.833868352454882,"6257/8471",2,"UP000119554"
"hsa04015","hsa04015","Rap1 signaling pathway","4/85","210/8661",0.150990132092371,0.855129234288996,0.833868352454882,"55740/51466/54518/2261",4,"UP000119554"
"hsa04622","hsa04622","RIG-I-like receptor signaling pathway","2/85","71/8661",0.153717837158672,0.855129234288996,0.833868352454882,"79671/9755",2,"UP000119554"
"hsa00562","hsa00562","Inositol phosphate metabolism","2/85","73/8661",0.160601883089879,0.855129234288996,0.833868352454882,"89869/3636",2,"UP000119554"
"hsa01524","hsa01524","Platinum drug resistance","2/85","73/8661",0.160601883089879,0.855129234288996,0.833868352454882,"356/4258",2,"UP000119554"
"hsa00770","hsa00770","Pantothenate and CoA biosynthesis","1/85","21/8661",0.187268908334372,0.855129234288996,0.833868352454882,"8876",1,"UP000119554"
"hsa04146","hsa04146","Peroxisome","2/85","83/8661",0.195776112047583,0.855129234288996,0.833868352454882,"5190/5189",2,"UP000119554"
"hsa03083","hsa03083","Polycomb repressive complex","2/85","84/8661",0.199349373279773,0.855129234288996,0.833868352454882,"80816/221937",2,"UP000119554"
"hsa03430","hsa03430","Mismatch repair","1/85","23/8661",0.203182400914831,0.855129234288996,0.833868352454882,"5985",1,"UP000119554"
"hsa04911","hsa04911","Insulin secretion","2/85","86/8661",0.206519569498193,0.855129234288996,0.833868352454882,"27445/3780",2,"UP000119554"
"hsa04211","hsa04211","Longevity regulating pathway","2/85","89/8661",0.217326758804962,0.855129234288996,0.833868352454882,"8471/9776",2,"UP000119554"
"hsa04727","hsa04727","GABAergic synapse","2/85","89/8661",0.217326758804962,0.855129234288996,0.833868352454882,"4905/10243",2,"UP000119554"
"hsa00790","hsa00790","Folate biosynthesis","1/85","27/8661",0.234091290386726,0.855129234288996,0.833868352454882,"10243",1,"UP000119554"
"hsa04020","hsa04020","Calcium signaling pathway","4/85","253/8661",0.236543588307641,0.855129234288996,0.833868352454882,"89869/8912/2906/2261",4,"UP000119554"
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis","2/85","97/8661",0.246363319912538,0.855129234288996,0.833868352454882,"8936/3636",2,"UP000119554"
"hsa04713","hsa04713","Circadian entrainment","2/85","97/8661",0.246363319912538,0.855129234288996,0.833868352454882,"8912/2906",2,"UP000119554"
"hsa015221","hsa01522","Endocrine resistance","2/85","98/8661",0.250007410703795,0.855129234288996,0.833868352454882,"10498/9611",2,"UP000119554"
"hsa05231","hsa05231","Choline metabolism in cancer","2/85","98/8661",0.250007410703795,0.855129234288996,0.833868352454882,"8936/139189",2,"UP000119554"
"hsa03060","hsa03060","Protein export","1/85","31/8661",0.263814773935788,0.855129234288996,0.833868352454882,"7917",1,"UP000119554"
"hsa04137","hsa04137","Mitophagy - animal","2/85","103/8661",0.268248542907927,0.855129234288996,0.833868352454882,"79671/7415",2,"UP000119554"
"hsa04136","hsa04136","Autophagy - other","1/85","32/8661",0.27106572923306,0.855129234288996,0.833868352454882,"9776",1,"UP000119554"
"hsa04928","hsa04928","Parathyroid hormone synthesis, secretion and action","2/85","106/8661",0.279196609444858,0.855129234288996,0.833868352454882,"6257/5144",2,"UP000119554"
"hsa04814","hsa04814","Motor proteins","3/85","193/8661",0.294182380617063,0.855129234288996,0.833868352454882,"80179/23026/80022",3,"UP000119554"
"hsa030301","hsa03030","DNA replication","1/85","36/8661",0.299370455761165,0.855129234288996,0.833868352454882,"5985",1,"UP000119554"
"hsa05143","hsa05143","African trypanosomiasis","1/85","37/8661",0.306275210689895,0.855129234288996,0.833868352454882,"356",1,"UP000119554"
"hsa05216","hsa05216","Thyroid cancer","1/85","37/8661",0.306275210689895,0.855129234288996,0.833868352454882,"6257",1,"UP000119554"
"hsa051301","hsa05130","Pathogenic Escherichia coli infection","3/85","198/8661",0.307650982477189,0.855129234288996,0.833868352454882,"356/644150/8936",3,"UP000119554"
"hsa04724","hsa04724","Glutamatergic synapse","2/85","115/8661",0.31195344832528,0.855129234288996,0.833868352454882,"2906/50944",2,"UP000119554"
"hsa05330","hsa05330","Allograft rejection","1/85","38/8661",0.313112711512177,0.855129234288996,0.833868352454882,"356",1,"UP000119554"
"hsa00260","hsa00260","Glycine, serine and threonine metabolism","1/85","40/8661",0.326588534076936,0.855129234288996,0.833868352454882,"29958",1,"UP000119554"
"hsa05033","hsa05033","Nicotine addiction","1/85","40/8661",0.326588534076936,0.855129234288996,0.833868352454882,"2906",1,"UP000119554"
"hsa052191","hsa05219","Bladder cancer","1/85","41/8661",0.333228132105408,0.855129234288996,0.833868352454882,"2261",1,"UP000119554"
"hsa00513","hsa00513","Various types of N-glycan biosynthesis","1/85","42/8661",0.339803028714578,0.855129234288996,0.833868352454882,"79868",1,"UP000119554"
"hsa05332","hsa05332","Graft-versus-host disease","1/85","42/8661",0.339803028714578,0.855129234288996,0.833868352454882,"356",1,"UP000119554"
"hsa04611","hsa04611","Platelet activation","2/85","124/8661",0.34441197418864,0.855129234288996,0.833868352454882,"51206/54518",2,"UP000119554"
"hsa052071","hsa05207","Chemical carcinogenesis - receptor activation","3/85","212/8661",0.345457796667602,0.855129234288996,0.833868352454882,"6257/5241/4258",3,"UP000119554"
"hsa04940","hsa04940","Type I diabetes mellitus","1/85","43/8661",0.346313846971831,0.855129234288996,0.833868352454882,"356",1,"UP000119554"
"hsa03022","hsa03022","Basal transcription factors","1/85","44/8661",0.352761204016086,0.855129234288996,0.833868352454882,"6881",1,"UP000119554"
"hsa03410","hsa03410","Base excision repair","1/85","44/8661",0.352761204016086,0.855129234288996,0.833868352454882,"5985",1,"UP000119554"
"hsa04962","hsa04962","Vasopressin-regulated water reabsorption","1/85","44/8661",0.352761204016086,0.855129234288996,0.833868352454882,"4905",1,"UP000119554"
"hsa002301","hsa00230","Purine metabolism","2/85","128/8661",0.358692754383933,0.855129234288996,0.833868352454882,"158067/5144",2,"UP000119554"
"hsa04930","hsa04930","Type II diabetes mellitus","1/85","46/8661",0.3654679737128,0.855129234288996,0.833868352454882,"8471",1,"UP000119554"
"hsa040681","hsa04068","FoxO signaling pathway","2/85","131/8661",0.369331988902496,0.855129234288996,0.833868352454882,"356/8471",2,"UP000119554"
"hsa04114","hsa04114","Oocyte meiosis","2/85","131/8661",0.369331988902496,0.855129234288996,0.833868352454882,"89869/5241",2,"UP000119554"
"hsa04024","hsa04024","cAMP signaling pathway","3/85","225/8661",0.380444929806364,0.855129234288996,0.833868352454882,"5144/2906/3354",3,"UP000119554"
"hsa05030","hsa05030","Cocaine addiction","1/85","49/8661",0.384067262890326,0.855129234288996,0.833868352454882,"2906",1,"UP000119554"
"hsa00330","hsa00330","Arginine and proline metabolism","1/85","50/8661",0.39014648753667,0.855129234288996,0.833868352454882,"4942",1,"UP000119554"
"hsa04910","hsa04910","Insulin signaling pathway","2/85","137/8661",0.390403522812923,0.855129234288996,0.833868352454882,"8471/3636",2,"UP000119554"
"hsa00510","hsa00510","N-Glycan biosynthesis","1/85","53/8661",0.408030627002003,0.855129234288996,0.833868352454882,"79868",1,"UP000119554"
"hsa05320","hsa05320","Autoimmune thyroid disease","1/85","53/8661",0.408030627002003,0.855129234288996,0.833868352454882,"356",1,"UP000119554"
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells","2/85","143/8661",0.411166798095893,0.855129234288996,0.833868352454882,"463/2261",2,"UP000119554"
"hsa05134","hsa05134","Legionellosis","1/85","56/8661",0.425396299471935,0.855129234288996,0.833868352454882,"7415",1,"UP000119554"
"hsa00480","hsa00480","Glutathione metabolism","1/85","57/8661",0.431072222138395,0.855129234288996,0.833868352454882,"4258",1,"UP000119554"
"hsa04923","hsa04923","Regulation of lipolysis in adipocytes","1/85","58/8661",0.436692731333912,0.855129234288996,0.833868352454882,"8471",1,"UP000119554"
"hsa051311","hsa05131","Shigellosis","3/85","247/8661",0.438677614895356,0.855129234288996,0.833868352454882,"89869/1729/8936",3,"UP000119554"
"hsa012401","hsa01240","Biosynthesis of cofactors","2/85","153/8661",0.444996550120047,0.855129234288996,0.833868352454882,"158067/10243",2,"UP000119554"
"hsa04213","hsa04213","Longevity regulating pathway - multiple species","1/85","61/8661",0.45322709884048,0.855129234288996,0.833868352454882,"8471",1,"UP000119554"
"hsa00561","hsa00561","Glycerolipid metabolism","1/85","63/8661",0.463982609508131,0.855129234288996,0.833868352454882,"139189",1,"UP000119554"
"hsa03420","hsa03420","Nucleotide excision repair","1/85","63/8661",0.463982609508131,0.855129234288996,0.833868352454882,"5985",1,"UP000119554"
"hsa051611","hsa05161","Hepatitis B","2/85","162/8661",0.474524143010561,0.855129234288996,0.833868352454882,"356/1959",2,"UP000119554"
"hsa049271","hsa04927","Cortisol synthesis and secretion","1/85","65/8661",0.474528990294467,0.855129234288996,0.833868352454882,"8912",1,"UP000119554"
"hsa04140","hsa04140","Autophagy - animal","2/85","165/8661",0.48415946680284,0.855129234288996,0.833868352454882,"8471/9776",2,"UP000119554"
"hsa00010","hsa00010","Glycolysis / Gluconeogenesis","1/85","67/8661",0.484870260038581,0.855129234288996,0.833868352454882,"387712",1,"UP000119554"
"hsa04720","hsa04720","Long-term potentiation","1/85","67/8661",0.484870260038581,0.855129234288996,0.833868352454882,"2906",1,"UP000119554"
"hsa03008","hsa03008","Ribosome biogenesis in eukaryotes","2/85","167/8661",0.490523451271726,0.855129234288996,0.833868352454882,"166378/4931",2,"UP000119554"
"hsa05225","hsa05225","Hepatocellular carcinoma","2/85","168/8661",0.493687346642619,0.855129234288996,0.833868352454882,"4258/6601",2,"UP000119554"
"hsa05031","hsa05031","Amphetamine addiction","1/85","69/8661",0.495010361262517,0.855129234288996,0.833868352454882,"2906",1,"UP000119554"
"hsa04141","hsa04141","Protein processing in endoplasmic reticulum","2/85","170/8661",0.499978590310264,0.855129234288996,0.833868352454882,"7415/10130",2,"UP000119554"
"hsa05204","hsa05204","Chemical carcinogenesis - DNA adducts","1/85","70/8661",0.500006185202541,0.855129234288996,0.833868352454882,"4258",1,"UP000119554"
"hsa05230","hsa05230","Central carbon metabolism in cancer","1/85","70/8661",0.500006185202541,0.855129234288996,0.833868352454882,"2261",1,"UP000119554"
"hsa05164","hsa05164","Influenza A","2/85","171/8661",0.503105804759937,0.855129234288996,0.833868352454882,"356/79671",2,"UP000119554"
"hsa00982","hsa00982","Drug metabolism - cytochrome P450","1/85","72/8661",0.509851762448771,0.855129234288996,0.833868352454882,"4258",1,"UP000119554"
"hsa05223","hsa05223","Non-small cell lung cancer","1/85","72/8661",0.509851762448771,0.855129234288996,0.833868352454882,"6257",1,"UP000119554"
"hsa01230","hsa01230","Biosynthesis of amino acids","1/85","75/8661",0.524261964162586,0.855129234288996,0.833868352454882,"387712",1,"UP000119554"
"hsa03320","hsa03320","PPAR signaling pathway","1/85","75/8661",0.524261964162586,0.855129234288996,0.833868352454882,"6257",1,"UP000119554"
"hsa05100","hsa05100","Bacterial invasion of epithelial cells","1/85","77/8661",0.533635339747891,0.855129234288996,0.833868352454882,"8936",1,"UP000119554"
"hsa04360","hsa04360","Axon guidance","2/85","182/8661",0.536677352783975,0.855129234288996,0.833868352454882,"55740/6092",2,"UP000119554"
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450","1/85","78/8661",0.538253349547684,0.855129234288996,0.833868352454882,"4258",1,"UP000119554"
"hsa04721","hsa04721","Synaptic vesicle cycle","1/85","78/8661",0.538253349547684,0.855129234288996,0.833868352454882,"4905",1,"UP000119554"
"hsa01521","hsa01521","EGFR tyrosine kinase inhibitor resistance","1/85","79/8661",0.542826163865341,0.855129234288996,0.833868352454882,"2261",1,"UP000119554"
"hsa03018","hsa03018","RNA degradation","1/85","79/8661",0.542826163865341,0.855129234288996,0.833868352454882,"387712",1,"UP000119554"
"hsa00983","hsa00983","Drug metabolism - other enzymes","1/85","80/8661",0.547354219804684,0.855129234288996,0.833868352454882,"4258",1,"UP000119554"
"hsa04662","hsa04662","B cell receptor signaling pathway","1/85","84/8661",0.565027456487246,0.855129234288996,0.833868352454882,"3636",1,"UP000119554"
"hsa01232","hsa01232","Nucleotide metabolism","1/85","85/8661",0.569338132271154,0.855129234288996,0.833868352454882,"158067",1,"UP000119554"
"hsa04010","hsa04010","MAPK signaling pathway","3/85","301/8661",0.571327706151759,0.855129234288996,0.833868352454882,"8912/356/2261",3,"UP000119554"
"hsa04742","hsa04742","Taste transduction","1/85","86/8661",0.573606585950836,0.855129234288996,0.833868352454882,"3354",1,"UP000119554"
"hsa045121","hsa04512","ECM-receptor interaction","1/85","89/8661",0.586162681663024,0.855129234288996,0.833868352454882,"51206",1,"UP000119554"
"hsa050321","hsa05032","Morphine addiction","1/85","91/8661",0.594329690575054,0.855129234288996,0.833868352454882,"5144",1,"UP000119554"
"hsa05222","hsa05222","Small cell lung cancer","1/85","92/8661",0.598353258404823,0.855129234288996,0.833868352454882,"6257",1,"UP000119554"
"hsa05203","hsa05203","Viral carcinogenesis","2/85","204/8661",0.599105881714563,0.855129234288996,0.833868352454882,"5700/1959",2,"UP000119554"
"hsa04520","hsa04520","Adherens junction","1/85","93/8661",0.602337384094587,0.855129234288996,0.833868352454882,"8936",1,"UP000119554"
"hsa049251","hsa04925","Aldosterone synthesis and secretion","1/85","98/8661",0.621679626114431,0.855129234288996,0.833868352454882,"8912",1,"UP000119554"
"hsa00564","hsa00564","Glycerophospholipid metabolism","1/85","99/8661",0.625434995935788,0.855129234288996,0.833868352454882,"139189",1,"UP000119554"
"hsa054171","hsa05417","Lipid and atherosclerosis","2/85","215/8661",0.627911495194366,0.855129234288996,0.833868352454882,"356/6257",2,"UP000119554"
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor","1/85","100/8661",0.629153522605428,0.855129234288996,0.833868352454882,"27178",1,"UP000119554"
"hsa04933","hsa04933","AGE-RAGE signaling pathway in diabetic complications","1/85","100/8661",0.629153522605428,0.855129234288996,0.833868352454882,"1729",1,"UP000119554"
"hsa051651","hsa05165","Human papillomavirus infection","3/85","331/8661",0.636351741220178,0.855129234288996,0.833868352454882,"5700/356/390992",3,"UP000119554"
"hsa04914","hsa04914","Progesterone-mediated oocyte maturation","1/85","102/8661",0.636481471864238,0.855129234288996,0.833868352454882,"5241",1,"UP000119554"
"hsa05142","hsa05142","Chagas disease","1/85","102/8661",0.636481471864238,0.855129234288996,0.833868352454882,"356",1,"UP000119554"
"hsa04625","hsa04625","C-type lectin receptor signaling pathway","1/85","104/8661",0.643666290616539,0.855129234288996,0.833868352454882,"1959",1,"UP000119554"
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection","2/85","222/8661",0.645405838149834,0.855129234288996,0.833868352454882,"8295/1959",2,"UP000119554"
"hsa030131","hsa03013","Nucleocytoplasmic transport","1/85","108/8661",0.657617535920214,0.855129234288996,0.833868352454882,"8021",1,"UP000119554"
"hsa04350","hsa04350","TGF-beta signaling pathway","1/85","108/8661",0.657617535920214,0.855129234288996,0.833868352454882,"9611",1,"UP000119554"
"hsa04659","hsa04659","Th17 cell differentiation","1/85","108/8661",0.657617535920214,0.855129234288996,0.833868352454882,"6257",1,"UP000119554"
"hsa04066","hsa04066","HIF-1 signaling pathway","1/85","109/8661",0.661020144297016,0.855129234288996,0.833868352454882,"387712",1,"UP000119554"
"hsa04014","hsa04014","Ras signaling pathway","2/85","236/8661",0.678466125885189,0.860166406311621,0.838780286425927,"356/2261",2,"UP000119554"
"hsa01200","hsa01200","Carbon metabolism","1/85","115/8661",0.680745192725148,0.860166406311621,0.838780286425927,"387712",1,"UP000119554"
"hsa04726","hsa04726","Serotonergic synapse","1/85","115/8661",0.680745192725148,0.860166406311621,0.838780286425927,"3354",1,"UP000119554"
"hsa04722","hsa04722","Neurotrophin signaling pathway","1/85","119/8661",0.693260568892124,0.863572980333861,0.842102163580323,"356",1,"UP000119554"
"hsa04935","hsa04935","Growth hormone synthesis, secretion and action","1/85","120/8661",0.696312881189498,0.863572980333861,0.842102163580323,"8471",1,"UP000119554"
"hsa04152","hsa04152","AMPK signaling pathway","1/85","121/8661",0.699335174258096,0.863572980333861,0.842102163580323,"8471",1,"UP000119554"
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction","3/85","367/8661",0.705078155615767,0.864118341093008,0.842633965160117,"2906/3354/11255",3,"UP000119554"
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity","1/85","132/8661",0.730680601667623,0.869132179283228,0.847523145442476,"356",1,"UP000119554"
"hsa04380","hsa04380","Osteoclast differentiation","1/85","135/8661",0.738653656521228,0.869132179283228,0.847523145442476,"126014",1,"UP000119554"
"hsa04210","hsa04210","Apoptosis","1/85","136/8661",0.741259150210613,0.869132179283228,0.847523145442476,"356",1,"UP000119554"
"hsa049151","hsa04915","Estrogen signaling pathway","1/85","137/8661",0.743838971000302,0.869132179283228,0.847523145442476,"5241",1,"UP000119554"
"hsa05135","hsa05135","Yersinia infection","1/85","137/8661",0.743838971000302,0.869132179283228,0.847523145442476,"644150",1,"UP000119554"
"hsa05162","hsa05162","Measles","1/85","138/8661",0.746393368872777,0.869132179283228,0.847523145442476,"356",1,"UP000119554"
"hsa054181","hsa05418","Fluid shear stress and atherosclerosis","1/85","139/8661",0.748922591405432,0.869132179283228,0.847523145442476,"4258",1,"UP000119554"
"hsa04936","hsa04936","Alcoholic liver disease","1/85","142/8661",0.756361647140653,0.869132179283228,0.847523145442476,"356",1,"UP000119554"
"hsa05224","hsa05224","Breast cancer","1/85","147/8661",0.768278992949735,0.869132179283228,0.847523145442476,"5241",1,"UP000119554"
