"","query_seqname","mismatches","count","Proteome ID","PLength"
"141","tr|Q5Y0P5|Q5Y0P5_9ALPH",1,1,"UP000137988",226
"142","tr|Q5Y0P5|Q5Y0P5_9ALPH",2,11,"UP000137988",226
"143","tr|Q5Y0P5|Q5Y0P5_9ALPH",3,13,"UP000137988",226
"144","tr|Q5Y0P6|Q5Y0P6_9ALPH",1,3,"UP000137988",190
"145","tr|Q5Y0P6|Q5Y0P6_9ALPH",2,26,"UP000137988",190
"146","tr|Q5Y0P6|Q5Y0P6_9ALPH",3,26,"UP000137988",190
"147","tr|Q5Y0P7|Q5Y0P7_9ALPH",0,2,"UP000137988",510
"148","tr|Q5Y0P7|Q5Y0P7_9ALPH",1,8,"UP000137988",510
"149","tr|Q5Y0P7|Q5Y0P7_9ALPH",2,10,"UP000137988",510
"150","tr|Q5Y0P7|Q5Y0P7_9ALPH",3,10,"UP000137988",510
"151","tr|Q5Y0P8|Q5Y0P8_9ALPH",1,2,"UP000137988",334
"152","tr|Q5Y0P8|Q5Y0P8_9ALPH",2,4,"UP000137988",334
"153","tr|Q5Y0P8|Q5Y0P8_9ALPH",3,4,"UP000137988",334
"154","tr|Q5Y0P9|Q5Y0P9_9ALPH",1,21,"UP000137988",1053
"155","tr|Q5Y0P9|Q5Y0P9_9ALPH",2,36,"UP000137988",1053
"156","tr|Q5Y0P9|Q5Y0P9_9ALPH",3,36,"UP000137988",1053
"157","tr|Q5Y0Q0|Q5Y0Q0_9ALPH",2,1,"UP000137988",228
"158","tr|Q5Y0Q0|Q5Y0Q0_9ALPH",3,1,"UP000137988",228
"159","tr|Q5Y0Q1|Q5Y0Q1_9ALPH",1,5,"UP000137988",367
"160","tr|Q5Y0Q1|Q5Y0Q1_9ALPH",2,21,"UP000137988",367
"161","tr|Q5Y0Q1|Q5Y0Q1_9ALPH",3,21,"UP000137988",367
"162","tr|Q5Y0Q3|Q5Y0Q3_9ALPH",1,1,"UP000137988",275
"163","tr|Q5Y0Q3|Q5Y0Q3_9ALPH",2,5,"UP000137988",275
"164","tr|Q5Y0Q3|Q5Y0Q3_9ALPH",3,5,"UP000137988",275
"165","tr|Q5Y0Q4|Q5Y0Q4_9ALPH",2,7,"UP000137988",488
"166","tr|Q5Y0Q4|Q5Y0Q4_9ALPH",3,7,"UP000137988",488
"167","tr|Q5Y0Q5|Q5Y0Q5_9ALPH",1,15,"UP000137988",674
"168","tr|Q5Y0Q5|Q5Y0Q5_9ALPH",2,45,"UP000137988",674
"169","tr|Q5Y0Q5|Q5Y0Q5_9ALPH",3,46,"UP000137988",674
"170","tr|Q5Y0Q6|Q5Y0Q6_9ALPH",1,18,"UP000137988",680
"171","tr|Q5Y0Q6|Q5Y0Q6_9ALPH",2,60,"UP000137988",680
"172","tr|Q5Y0Q6|Q5Y0Q6_9ALPH",3,60,"UP000137988",680
"173","tr|Q5Y0Q7|Q5Y0Q7_9ALPH",1,4,"UP000137988",174
"174","tr|Q5Y0Q7|Q5Y0Q7_9ALPH",2,17,"UP000137988",174
"175","tr|Q5Y0Q7|Q5Y0Q7_9ALPH",3,17,"UP000137988",174
"176","tr|Q5Y0Q8|Q5Y0Q8_9ALPH",1,6,"UP000137988",464
"177","tr|Q5Y0Q8|Q5Y0Q8_9ALPH",2,32,"UP000137988",464
"178","tr|Q5Y0Q8|Q5Y0Q8_9ALPH",3,32,"UP000137988",464
"179","tr|Q5Y0Q9|Q5Y0Q9_9ALPH",0,1,"UP000137988",381
"180","tr|Q5Y0Q9|Q5Y0Q9_9ALPH",1,19,"UP000137988",381
"181","tr|Q5Y0Q9|Q5Y0Q9_9ALPH",2,40,"UP000137988",381
"182","tr|Q5Y0Q9|Q5Y0Q9_9ALPH",3,40,"UP000137988",381
"183","tr|Q5Y0R0|Q5Y0R0_9ALPH",0,1,"UP000137988",438
"184","tr|Q5Y0R0|Q5Y0R0_9ALPH",1,8,"UP000137988",438
"185","tr|Q5Y0R0|Q5Y0R0_9ALPH",2,13,"UP000137988",438
"186","tr|Q5Y0R0|Q5Y0R0_9ALPH",3,13,"UP000137988",438
"187","tr|Q5Y0R1|Q5Y0R1_9ALPH",1,1,"UP000137988",484
"188","tr|Q5Y0R1|Q5Y0R1_9ALPH",2,11,"UP000137988",484
"189","tr|Q5Y0R1|Q5Y0R1_9ALPH",3,11,"UP000137988",484
"190","tr|Q5Y0R2|Q5Y0R2_9ALPH",2,4,"UP000137988",325
"191","tr|Q5Y0R2|Q5Y0R2_9ALPH",3,4,"UP000137988",325
"192","tr|Q5Y0R3|Q5Y0R3_9ALPH",0,3,"UP000137988",975
"193","tr|Q5Y0R3|Q5Y0R3_9ALPH",1,13,"UP000137988",975
"194","tr|Q5Y0R3|Q5Y0R3_9ALPH",2,36,"UP000137988",975
"195","tr|Q5Y0R3|Q5Y0R3_9ALPH",3,37,"UP000137988",975
"196","tr|Q5Y0R4|Q5Y0R4_9ALPH",0,1,"UP000137988",459
"197","tr|Q5Y0R4|Q5Y0R4_9ALPH",1,5,"UP000137988",459
"198","tr|Q5Y0R4|Q5Y0R4_9ALPH",2,18,"UP000137988",459
"199","tr|Q5Y0R4|Q5Y0R4_9ALPH",3,18,"UP000137988",459
"200","tr|Q5Y0R5|Q5Y0R5_9ALPH",0,1,"UP000137988",1217
"201","tr|Q5Y0R5|Q5Y0R5_9ALPH",1,26,"UP000137988",1217
"202","tr|Q5Y0R5|Q5Y0R5_9ALPH",2,63,"UP000137988",1217
"203","tr|Q5Y0R5|Q5Y0R5_9ALPH",3,63,"UP000137988",1217
"204","tr|Q5Y0R6|Q5Y0R6_9ALPH",0,2,"UP000137988",3070
"205","tr|Q5Y0R6|Q5Y0R6_9ALPH",1,63,"UP000137988",3070
"206","tr|Q5Y0R6|Q5Y0R6_9ALPH",2,130,"UP000137988",3070
"207","tr|Q5Y0R6|Q5Y0R6_9ALPH",3,133,"UP000137988",3070
"208","tr|Q5Y0R7|Q5Y0R7_9ALPH",1,2,"UP000137988",114
"209","tr|Q5Y0R7|Q5Y0R7_9ALPH",2,22,"UP000137988",114
"210","tr|Q5Y0R7|Q5Y0R7_9ALPH",3,22,"UP000137988",114
"211","tr|Q5Y0R8|Q5Y0R8_9ALPH",0,1,"UP000137988",266
"212","tr|Q5Y0R8|Q5Y0R8_9ALPH",1,6,"UP000137988",266
"213","tr|Q5Y0R8|Q5Y0R8_9ALPH",2,16,"UP000137988",266
"214","tr|Q5Y0R8|Q5Y0R8_9ALPH",3,16,"UP000137988",266
"215","tr|Q5Y0R9|Q5Y0R9_9ALPH",1,4,"UP000137988",135
"216","tr|Q5Y0R9|Q5Y0R9_9ALPH",2,26,"UP000137988",135
"217","tr|Q5Y0R9|Q5Y0R9_9ALPH",3,26,"UP000137988",135
"218","tr|Q5Y0S0|Q5Y0S0_9ALPH",1,16,"UP000137988",590
"219","tr|Q5Y0S0|Q5Y0S0_9ALPH",2,24,"UP000137988",590
"220","tr|Q5Y0S0|Q5Y0S0_9ALPH",3,24,"UP000137988",590
"221","tr|Q5Y0S1|Q5Y0S1_9ALPH",2,4,"UP000137988",304
"222","tr|Q5Y0S1|Q5Y0S1_9ALPH",3,4,"UP000137988",304
"223","tr|Q5Y0S2|Q5Y0S2_9ALPH",1,20,"UP000137988",1226
"224","tr|Q5Y0S2|Q5Y0S2_9ALPH",2,56,"UP000137988",1226
"225","tr|Q5Y0S2|Q5Y0S2_9ALPH",3,56,"UP000137988",1226
"226","tr|Q5Y0S3|Q5Y0S3_9ALPH",1,18,"UP000137988",1196
"227","tr|Q5Y0S3|Q5Y0S3_9ALPH",2,98,"UP000137988",1196
"228","tr|Q5Y0S3|Q5Y0S3_9ALPH",3,102,"UP000137988",1196
"229","tr|Q5Y0S4|Q5Y0S4_9ALPH",0,3,"UP000137988",784
"230","tr|Q5Y0S4|Q5Y0S4_9ALPH",1,15,"UP000137988",784
"231","tr|Q5Y0S4|Q5Y0S4_9ALPH",2,38,"UP000137988",784
"232","tr|Q5Y0S4|Q5Y0S4_9ALPH",3,38,"UP000137988",784
"233","tr|Q5Y0S5|Q5Y0S5_9ALPH",0,4,"UP000137988",885
"234","tr|Q5Y0S5|Q5Y0S5_9ALPH",1,18,"UP000137988",885
"235","tr|Q5Y0S5|Q5Y0S5_9ALPH",2,49,"UP000137988",885
"236","tr|Q5Y0S5|Q5Y0S5_9ALPH",3,49,"UP000137988",885
"237","tr|Q5Y0S6|Q5Y0S6_9ALPH",1,3,"UP000137988",292
"238","tr|Q5Y0S6|Q5Y0S6_9ALPH",2,8,"UP000137988",292
"239","tr|Q5Y0S6|Q5Y0S6_9ALPH",3,8,"UP000137988",292
"240","tr|Q5Y0S7|Q5Y0S7_9ALPH",1,3,"UP000137988",594
"241","tr|Q5Y0S7|Q5Y0S7_9ALPH",2,20,"UP000137988",594
"242","tr|Q5Y0S7|Q5Y0S7_9ALPH",3,21,"UP000137988",594
"243","tr|Q5Y0S8|Q5Y0S8_9ALPH",0,4,"UP000137988",577
"244","tr|Q5Y0S8|Q5Y0S8_9ALPH",1,35,"UP000137988",577
"245","tr|Q5Y0S8|Q5Y0S8_9ALPH",2,69,"UP000137988",577
"246","tr|Q5Y0S8|Q5Y0S8_9ALPH",3,69,"UP000137988",577
"247","tr|Q5Y0T0|Q5Y0T0_9ALPH",0,4,"UP000137988",378
"248","tr|Q5Y0T0|Q5Y0T0_9ALPH",1,21,"UP000137988",378
"249","tr|Q5Y0T0|Q5Y0T0_9ALPH",2,35,"UP000137988",378
"250","tr|Q5Y0T0|Q5Y0T0_9ALPH",3,40,"UP000137988",378
"251","tr|Q5Y0T1|Q5Y0T1_9ALPH",1,7,"UP000137988",863
"252","tr|Q5Y0T1|Q5Y0T1_9ALPH",2,21,"UP000137988",863
"253","tr|Q5Y0T1|Q5Y0T1_9ALPH",3,21,"UP000137988",863
"254","tr|Q5Y0T2|Q5Y0T2_9ALPH",1,1,"UP000137988",526
"255","tr|Q5Y0T2|Q5Y0T2_9ALPH",2,17,"UP000137988",526
"256","tr|Q5Y0T2|Q5Y0T2_9ALPH",3,17,"UP000137988",526
"257","tr|Q5Y0T6|Q5Y0T6_9ALPH",0,12,"UP000137988",703
"258","tr|Q5Y0T6|Q5Y0T6_9ALPH",1,58,"UP000137988",703
"259","tr|Q5Y0T6|Q5Y0T6_9ALPH",2,78,"UP000137988",703
"260","tr|Q5Y0T6|Q5Y0T6_9ALPH",3,78,"UP000137988",703
"261","tr|Q5Y0T7|Q5Y0T7_9ALPH",0,2,"UP000137988",362
"262","tr|Q5Y0T7|Q5Y0T7_9ALPH",1,6,"UP000137988",362
"263","tr|Q5Y0T7|Q5Y0T7_9ALPH",2,18,"UP000137988",362
"264","tr|Q5Y0T7|Q5Y0T7_9ALPH",3,18,"UP000137988",362
"265","tr|Q5Y0T8|Q5Y0T8_9ALPH",1,15,"UP000137988",735
"266","tr|Q5Y0T8|Q5Y0T8_9ALPH",2,41,"UP000137988",735
"267","tr|Q5Y0T8|Q5Y0T8_9ALPH",3,41,"UP000137988",735
"268","tr|Q5Y0T9|Q5Y0T9_9ALPH",1,8,"UP000137988",214
"269","tr|Q5Y0T9|Q5Y0T9_9ALPH",2,23,"UP000137988",214
"270","tr|Q5Y0T9|Q5Y0T9_9ALPH",3,24,"UP000137988",214
"271","tr|Q5Y0U0|Q5Y0U0_9ALPH",1,7,"UP000137988",514
"272","tr|Q5Y0U0|Q5Y0U0_9ALPH",2,22,"UP000137988",514
"273","tr|Q5Y0U0|Q5Y0U0_9ALPH",3,24,"UP000137988",514
"274","tr|Q5Y0U1|Q5Y0U1_9ALPH",1,9,"UP000137988",615
"275","tr|Q5Y0U1|Q5Y0U1_9ALPH",2,27,"UP000137988",615
"276","tr|Q5Y0U1|Q5Y0U1_9ALPH",3,27,"UP000137988",615
"277","tr|Q5Y0U3|Q5Y0U3_9ALPH",0,1,"UP000137988",450
"278","tr|Q5Y0U3|Q5Y0U3_9ALPH",1,8,"UP000137988",450
"279","tr|Q5Y0U3|Q5Y0U3_9ALPH",2,13,"UP000137988",450
"280","tr|Q5Y0U3|Q5Y0U3_9ALPH",3,13,"UP000137988",450
"281","tr|Q5Y0U4|Q5Y0U4_9ALPH",0,1,"UP000137988",879
"282","tr|Q5Y0U4|Q5Y0U4_9ALPH",1,17,"UP000137988",879
"283","tr|Q5Y0U4|Q5Y0U4_9ALPH",2,35,"UP000137988",879
"284","tr|Q5Y0U4|Q5Y0U4_9ALPH",3,36,"UP000137988",879
"285","tr|Q5Y0U5|Q5Y0U5_9ALPH",0,1,"UP000137988",758
"286","tr|Q5Y0U5|Q5Y0U5_9ALPH",1,44,"UP000137988",758
"287","tr|Q5Y0U5|Q5Y0U5_9ALPH",2,61,"UP000137988",758
"288","tr|Q5Y0U5|Q5Y0U5_9ALPH",3,61,"UP000137988",758
"289","tr|Q5Y0U6|Q5Y0U6_9ALPH",1,9,"UP000137988",296
"290","tr|Q5Y0U6|Q5Y0U6_9ALPH",2,25,"UP000137988",296
"291","tr|Q5Y0U6|Q5Y0U6_9ALPH",3,25,"UP000137988",296
"292","tr|Q5Y0U7|Q5Y0U7_9ALPH",0,1,"UP000137988",678
"293","tr|Q5Y0U7|Q5Y0U7_9ALPH",1,15,"UP000137988",678
"294","tr|Q5Y0U7|Q5Y0U7_9ALPH",2,24,"UP000137988",678
"295","tr|Q5Y0U7|Q5Y0U7_9ALPH",3,24,"UP000137988",678
"296","tr|Q5Y0U8|Q5Y0U8_9ALPH",1,16,"UP000137988",875
"297","tr|Q5Y0U8|Q5Y0U8_9ALPH",2,32,"UP000137988",875
"298","tr|Q5Y0U8|Q5Y0U8_9ALPH",3,32,"UP000137988",875
"299","tr|Q5Y0U9|Q5Y0U9_9ALPH",1,2,"UP000137988",204
"300","tr|Q5Y0U9|Q5Y0U9_9ALPH",2,7,"UP000137988",204
"301","tr|Q5Y0U9|Q5Y0U9_9ALPH",3,7,"UP000137988",204
"302","tr|Q5Y0V1|Q5Y0V1_9ALPH",2,4,"UP000137988",251
"303","tr|Q5Y0V1|Q5Y0V1_9ALPH",3,6,"UP000137988",251
"304","tr|Q5Y0V2|Q5Y0V2_9ALPH",1,4,"UP000137988",232
"305","tr|Q5Y0V2|Q5Y0V2_9ALPH",2,15,"UP000137988",232
"306","tr|Q5Y0V2|Q5Y0V2_9ALPH",3,15,"UP000137988",232
"307","tr|Q69368|Q69368_9ALPH",1,8,"UP000137988",106
"308","tr|Q69368|Q69368_9ALPH",2,19,"UP000137988",106
"309","tr|Q69368|Q69368_9ALPH",3,19,"UP000137988",106
"310","tr|Q805V3|Q805V3_9ALPH",1,2,"UP000137988",317
"311","tr|Q805V3|Q805V3_9ALPH",2,22,"UP000137988",317
"312","tr|Q805V3|Q805V3_9ALPH",3,22,"UP000137988",317
"313","tr|Q805V4|Q805V4_9ALPH",0,1,"UP000137988",1377
"314","tr|Q805V4|Q805V4_9ALPH",1,18,"UP000137988",1377
"315","tr|Q805V4|Q805V4_9ALPH",2,80,"UP000137988",1377
"316","tr|Q805V4|Q805V4_9ALPH",3,80,"UP000137988",1377
"317","tr|Q805V5|Q805V5_9ALPH",1,7,"UP000137988",225
"318","tr|Q805V5|Q805V5_9ALPH",2,12,"UP000137988",225
"319","tr|Q805V5|Q805V5_9ALPH",3,12,"UP000137988",225
"320","sp|P11211|NCAP_CHAV",1,3,"UP000008448",422
"321","sp|P11211|NCAP_CHAV",2,7,"UP000008448",422
"322","sp|P11211|NCAP_CHAV",3,7,"UP000008448",422
"323","sp|P13179|L_CHAV",1,5,"UP000008448",2092
"324","sp|P13179|L_CHAV",2,32,"UP000008448",2092
"325","sp|P13179|L_CHAV",3,38,"UP000008448",2092
"326","sp|P13180|GLYCO_CHAV",1,3,"UP000008448",530
"327","sp|P13180|GLYCO_CHAV",2,11,"UP000008448",530
"328","sp|P13180|GLYCO_CHAV",3,11,"UP000008448",530
"329","sp|Q9WH76|MATRX_CHAV",2,6,"UP000008448",229
"330","sp|Q9WH76|MATRX_CHAV",3,7,"UP000008448",229
"331","sp|P0DOK1|POLSF_CHIKS",1,7,"UP000000569",824
"332","sp|P0DOK1|POLSF_CHIKS",2,39,"UP000000569",824
"333","sp|P0DOK1|POLSF_CHIKS",3,41,"UP000000569",824
"334","sp|Q8JUX5|POLS_CHIKS",1,17,"UP000000569",1248
"335","sp|Q8JUX5|POLS_CHIKS",2,66,"UP000000569",1248
"336","sp|Q8JUX5|POLS_CHIKS",3,68,"UP000000569",1248
"337","sp|Q8JUX6|POLN_CHIKS",1,9,"UP000000569",2474
"338","sp|Q8JUX6|POLN_CHIKS",2,90,"UP000000569",2474
"339","sp|Q8JUX6|POLN_CHIKS",3,98,"UP000000569",2474
"340","sp|B8XTP8|POLG_COSAA",0,1,"UP000029753",2124
"341","sp|B8XTP8|POLG_COSAA",1,15,"UP000029753",2124
"342","sp|B8XTP8|POLG_COSAA",2,61,"UP000029753",2124
"343","sp|B8XTP8|POLG_COSAA",3,65,"UP000029753",2124
"344","sp|P17474|RP132_CWPXB",2,18,"UP000152733",1164
